,abstract_id,sentence_index,synonym_tokens,original_tokens,attack_successful,num_changed,divergence,token_index,num_queries,changed_sentences,num_entities_changed,synonym_prob,semantic_sim,attack_type,synonyms_prob,num_changes_in_pred,comp_mode,original_token,synonym
26,11336940,3,",",##ng,False,16,0.0005717680905945599,1.0,82,,,,0.9499397277832031,replace,0.9151546955108643,0.0,value_change,,
27,11336940,3,pt,cc,False,17,0.0005901168915443122,12.0,83,,,,0.9744155406951904,replace,0.17660540342330933,0.0,value_change,,
28,11336940,3,pt,1,False,18,0.0005727687967009842,4.0,84,,,,0.9243192672729492,replace,0.4679577648639679,0.0,value_change,,
29,11336940,3,l,ho,False,19,0.000661939091514796,28.0,85,,,,0.9843010902404785,replace,0.2615871727466583,0.0,value_change,,
30,11336940,3,g,st,False,20,0.000863905530422926,30.0,86,,,,0.9747938513755798,replace,0.03937402740120888,0.0,value_change,,
31,11336940,3,g,##h,False,21,0.0009721604292280972,34.0,87,,,,0.9877350330352783,replace,0.11433792859315872,0.0,value_change,,
32,11336940,3,ng,chew,False,22,0.0009576745214872062,7.0,88,,,,0.8132431507110596,replace,0.03896421939134598,0.0,value_change,,
33,11336940,3,ch,ng l,False,23,0.0019011794356629252,32.0,89,,,,0.9645669460296631,merge,0.09176730364561081,0.0,value_change,,
34,11336940,3,mc,t,False,24,0.000789884477853775,3.0,90,,,,0.9541480541229248,insert,0.025472654029726982,0.0,value_change,,
35,11336940,3,cc,y ##h,False,25,0.0019085770472884178,15.0,91,,,,0.9526861310005188,merge,0.17327649891376495,0.0,value_change,,
36,11336940,3,kh,see,False,26,0.0007558640209026635,18.0,92,,,,0.8753136992454529,replace,0.13419990241527557,0.0,value_change,,
37,11336940,3,",",au ##ng,False,27,0.0016100743087008595,0.0,93,,,,0.9102218151092529,merge,0.26384061574935913,0.0,value_change,,
38,11336940,3,,,False,0,,,93,,,,,,,,,,
39,11336940,4,Contact,author,False,1,4.6082809603831265e-06,0.0,14,,,,0.7179951667785645,replace,0.23445488512516022,0.0,value_change,,
40,11336940,4,",",singapore,False,2,1.0364106856286526e-05,6.0,15,,,,0.9892300963401794,replace,0.3623182773590088,0.0,value_change,,
41,11336940,4,protected,1,False,3,6.517657311633229e-06,4.0,16,,,,0.8994908332824707,replace,0.1285770833492279,0.0,value_change,,
42,11336940,4,google,",",False,4,0.00042140562436543405,11.0,17,,,,0.416465699672699,insert,0.13395805656909943,0.0,value_change,,
43,11336940,4,ity,information,False,5,0.0006553908460773528,1.0,18,,,,0.9349926710128784,replace,0.2546417713165283,0.0,value_change,,
44,11336940,4,scanning,eye,False,6,0.0015689438441768289,9.0,19,,,,0.4251330494880676,insert,0.07449404895305634,0.0,value_change,,
45,11336940,4,public,national,False,7,0.0030706331599503756,8.0,20,,,,0.4356249272823334,insert,0.3218768239021301,0.0,value_change,,
46,11336940,4,,,False,0,,,20,,,,,,,,,,
47,11336940,5,chlor,la ##tan,True,1,0.21635323762893677,17,56,,,,0.8385351896286011,merge,0.21023595333099365,7.0,value_change,,
48,11336940,6,late,the,True,1,0.24477340281009674,51,70,,,,0.9681095480918884,insert,0.2954064905643463,9.0,value_change,,
49,11336940,7,placebo,week,False,1,0.00021293503232300282,23.0,36,,,,0.8606526851654053,insert,0.12165795266628265,0.0,value_change,,
50,11336940,7,treatment,the study,False,2,0.0002872645854949951,0.0,37,,,,0.8874906301498413,merge,0.0504055954515934,0.0,value_change,,
51,11336940,7,week,month separated,False,3,0.0003391281934455037,16.0,38,,,,0.9291576743125916,merge,0.41748538613319397,0.0,value_change,,
52,11336940,7,cycles,treatment periods,False,4,0.0003653024323284626,12.0,39,,,,0.8933274745941162,merge,0.3137984871864319,0.0,value_change,,
53,11336940,7,wash,week wash,False,5,0.000142886841786094,22.0,40,,,,0.9563734531402588,merge,0.27788227796554565,0.0,value_change,,
54,11336940,7,by,a crossover,False,6,0.00015700158837717026,7.0,41,,,,0.9675425887107849,merge,0.3633843660354614,0.0,value_change,,
55,11336940,7,randomized,double masked,False,7,0.00017784575175028294,3.0,42,,,,0.8973107933998108,merge,0.40688467025756836,0.0,value_change,,
56,11336940,7,intermittent,two,False,8,0.0003078665176872164,11.0,43,,,,0.9298529624938965,replace,0.06244824081659317,0.0,value_change,,
57,11336940,7,24,3,False,9,0.00027157654403708875,20.0,44,,,,0.8504241704940796,replace,0.11295206099748611,0.0,value_change,,
58,11336940,7,trial,design,False,10,0.00019539869390428066,9.0,45,,,,0.9298840761184692,replace,0.2699304521083832,0.0,value_change,,
59,11336940,7,completing,by,False,11,0.00017313200805801898,19.0,46,,,,0.9084108471870422,insert,0.07886294275522232,0.0,value_change,,
60,11336940,7,utilized,followed,False,12,0.00019775696273427457,6.0,47,,,,0.9358121156692505,replace,0.14067335426807404,0.0,value_change,,
61,11336940,7,treatment,##out,False,13,0.0002532689832150936,25.0,48,,,,0.9107794761657715,insert,0.2029738426208496,0.0,value_change,,
62,11336940,7,,,False,0,,,48,,,,,,,,,,
63,11336940,8,last,##ular pressure,False,1,5.1341019570827484e-05,3.0,40,,,,0.7368184328079224,merge,0.1975569874048233,0.0,value_change,,
64,11336940,8,bin,the intra,False,2,9.80209224508144e-05,0.0,41,,,,0.941088080406189,merge,0.20016087591648102,0.0,value_change,,
65,11336940,8,day,the baseline,False,3,0.00013345184561330825,14.0,42,,,,0.9522902965545654,merge,0.48334237933158875,0.0,value_change,,
66,11336940,8,cell,##oc,False,4,7.374584674835205e-05,2.0,43,,,,0.8635544776916504,replace,0.7084687948226929,0.0,value_change,,
67,11336940,8,patient,treatment period,False,5,2.5032999474206008e-05,34.0,44,,,,0.8718961477279663,merge,0.27150100469589233,0.0,value_change,,
68,11336940,8,3,14 visits,False,6,4.9551668780623004e-05,30.0,45,,,,0.7878137826919556,merge,0.533892035484314,0.0,value_change,,
69,11336940,8,measured,5 pm,False,7,8.976156823337078e-05,11.0,46,,,,0.9522473812103271,merge,0.07527849823236465,0.0,value_change,,
70,11336940,8,baseline,each treatment,False,8,8.978728874353692e-05,33.0,47,,,,0.8499279022216797,merge,0.5106031894683838,0.0,value_change,,
71,11336940,8,28,2,False,9,7.919014751678333e-05,27.0,48,,,,0.9477144479751587,replace,0.18313845992088318,0.0,value_change,,
72,11336940,8,2,28,False,10,7.077609916450456e-05,18.0,49,,,,0.8869444131851196,replace,0.1624334454536438,0.0,value_change,,
73,11336940,8,simultaneously,measured,False,11,8.188566425815225e-05,7.0,50,,,,0.9412871599197388,insert,0.3126629889011383,0.0,value_change,,
74,11336940,8,respectively,am,False,12,9.659802890382707e-05,25.0,51,,,,0.8976865410804749,insert,0.6116083264350891,0.0,value_change,,
75,11336940,8,respectively,visits,False,13,0.00012453725503291935,20.0,52,,,,0.8566315770149231,insert,0.8490923047065735,0.0,value_change,,
76,11336940,8,,,False,0,,,52,,,,,,,,,,
77,11336940,9,pm,hours,False,1,1.9223391063860618e-05,7.0,55,,,,0.969602108001709,replace,0.5864841938018799,0.0,value_change,,
78,11336940,9,pm,hours,False,2,2.0999510525143705e-05,36.0,56,,,,0.962654173374176,replace,0.6574333906173706,0.0,value_change,,
79,11336940,9,pm,am measurement,False,3,6.235480395844206e-05,2.0,57,,,,0.8679144382476807,merge,0.9098845720291138,0.0,value_change,,
80,11336940,9,12,2 hours,False,4,0.00010414809366920963,6.0,58,,,,0.9436742067337036,merge,0.2987827658653259,0.0,value_change,,
81,11336940,9,aked,##pro,False,5,0.0002773941960185766,17.0,59,,,,0.8208804130554199,replace,0.14525234699249268,0.0,value_change,,
82,11336940,9,at,taken,False,6,0.00030947010964155197,5.0,60,,,,0.9665589332580566,replace,0.8059701323509216,0.0,value_change,,
83,11336940,9,minutes,13 hours,False,7,0.00032878495403565466,9.0,61,,,,0.8934155702590942,merge,0.26396578550338745,0.0,value_change,,
84,11336940,9,measurement,drop,False,8,0.000508288387209177,14.0,62,,,,0.8949626684188843,replace,0.12454386055469513,0.0,value_change,,
85,11336940,9,nighttime,5 pm,False,9,0.0005157979321666062,28.0,63,,,,0.9143608808517456,merge,0.12343370914459229,0.0,value_change,,
86,11336940,9,11,21 hours,False,10,0.0004877879691775888,35.0,64,,,,0.8996763229370117,merge,0.2826802432537079,0.0,value_change,,
87,11336940,9,af,##op,False,11,0.0005582710728049278,22.0,65,,,,0.7123814821243286,replace,0.8568487763404846,0.0,value_change,,
88,11336940,9,5,9,False,12,0.0005478967796079814,1.0,66,,,,0.8832718729972839,replace,0.3172324001789093,0.0,value_change,,
89,11336940,9,des,##stone,False,13,0.0006139127654023468,18.0,67,,,,0.9231478571891785,replace,0.1541787087917328,0.0,value_change,,
90,11336940,9,initial,last,False,14,0.0006483292090706527,13.0,68,,,,0.9540337324142456,replace,0.21077662706375122,0.0,value_change,,
91,11336940,9,19,10,False,15,0.0007639553514309227,33.0,69,,,,0.9237138032913208,replace,0.10557392239570618,0.0,value_change,,
92,11336940,9,ure,la,False,16,0.0007673264481127262,21.0,70,,,,0.7734601497650146,insert,0.45234715938568115,0.0,value_change,,
93,11336940,9,cy,uno,False,17,0.0010867664823308587,16.0,71,,,,0.8105007410049438,replace,0.25592902302742004,0.0,value_change,,
94,11336940,9,interval,measurement,False,18,0.001095259445719421,31.0,72,,,,0.8341167569160461,insert,0.3469136655330658,0.0,value_change,,
95,11336940,9,rene,##ros ##t,False,19,0.0011932970955967903,23.0,73,,,,0.8583918809890747,merge,0.14334635436534882,0.0,value_change,,
96,11336940,9,receiving,after,False,20,0.0012369799660518765,12.0,74,,,,0.9254868030548096,insert,0.0910717248916626,0.0,value_change,,
97,11336940,9,chlor,la ##tan,False,21,0.00165242375805974,20.0,75,,,,0.8628295063972473,merge,0.35408779978752136,0.0,value_change,,
98,11336940,9,,,False,0,,,75,,,,,,,,,,
99,11336940,10,.,calculated,False,1,1.1403404641896486e-05,6.0,12,,,,0.8289939165115356,replace,0.020611612126231194,0.0,value_change,,
100,11336940,10,all,of,False,2,1.5136582078412175e-05,3.0,13,,,,0.8610684871673584,insert,0.570112407207489,0.0,value_change,,
101,11336940,10,used,measurements,False,3,7.447114967362722e-06,5.0,14,,,,0.9543489813804626,insert,0.07552879303693771,0.0,value_change,,
102,11336940,10,value,mean,False,4,1.8885979443439282e-05,2.0,15,,,,0.9494740962982178,insert,0.23719245195388794,0.0,value_change,,
103,11336940,10,All,the mean,False,5,2.1657362594851293e-05,0.0,16,,,,0.7298562526702881,merge,0.10529009997844696,0.0,value_change,,
104,11336940,10,,,False,0,,,16,,,,,,,,,,
105,11336940,12,gl,intra,False,1,4.6271694031929655e-07,13.0,38,,,,0.8885149955749512,insert,0.3257322609424591,0.0,value_change,,
106,11336940,12,study,treatment,False,2,1.739919184728933e-06,8.0,39,,,,0.9247839450836182,replace,0.07760754227638245,0.0,value_change,,
107,11336940,12,further,for,False,3,1.8178901882492937e-05,19.0,40,,,,0.901018500328064,insert,0.3275199234485626,0.0,value_change,,
108,11336940,12,successfully,patients,False,4,1.927911398524884e-05,6.0,41,,,,0.9615049958229065,insert,0.41815683245658875,0.0,value_change,,
109,11336940,12,summary,results,False,5,9.74328304437222e-06,1.0,42,,,,0.9393738508224487,insert,0.04725733771920204,0.0,value_change,,
110,11336940,12,readily,data,False,6,1.5512536265305243e-05,17.0,43,,,,0.87403404712677,insert,0.2239972949028015,0.0,value_change,,
111,11336940,12,gland,intra ##oc,False,7,1.2780325960193295e-05,12.0,44,,,,0.955597996711731,merge,0.37764406204223633,0.0,value_change,,
112,11336940,12,concurrently,periods,False,8,1.1131919563922565e-05,10.0,45,,,,0.8434969186782837,insert,0.20651637017726898,0.0,value_change,,
113,11336940,12,measurement,pressure,False,9,1.2211206012580078e-05,16.0,46,,,,0.9074430465698242,insert,0.24185240268707275,0.0,value_change,,
114,11336940,12,blood,##ular,False,10,2.2067901227273978e-05,15.0,47,,,,0.8572629690170288,insert,0.9645405411720276,0.0,value_change,,
115,11336940,12,participants,patients,False,11,2.3548869648948312e-05,5.0,48,,,,0.9543858766555786,replace,0.3002903163433075,0.0,value_change,,
116,11336940,12,sixty,six,False,12,5.2429775678319857e-05,4.0,49,,,,0.9194777011871338,replace,0.05117529630661011,0.0,value_change,,
117,11336940,12,phases,periods,False,13,3.0331235393532552e-05,9.0,50,,,,0.9265986680984497,replace,0.18712790310382843,0.0,value_change,,
118,11336940,12,,,False,0,,,50,,,,,,,,,,
119,11336940,13,23,4,True,1,0.04357867315411568,49,98,,,,0.9270046949386597,replace,0.1394830346107483,6.0,value_change,,
120,11336940,14,ation,favor,False,1,5.092262290418148e-05,17.0,69,,,,0.9195746183395386,insert,0.35566985607147217,0.0,value_change,,
121,11336940,14,α,p,False,2,5.2588915423257276e-05,24.0,70,,,,0.9455000162124634,replace,0.23121801018714905,0.0,value_change,,
122,11336940,14,001,##3,False,3,0.00016464835789520293,29.0,71,,,,0.8964188098907471,insert,0.04191545024514198,0.0,value_change,,
123,11336940,14,combined,treatments,False,4,0.00015529205847997218,11.0,72,,,,0.9553439617156982,insert,0.057828884571790695,0.0,value_change,,
124,11336940,14,≥,1,False,5,0.0002599158324301243,3.0,73,,,,0.965703010559082,replace,0.16853681206703186,0.0,value_change,,
125,11336940,14,two,between,False,6,0.0002799471840262413,10.0,74,,,,0.9259136915206909,insert,0.12499155104160309,0.0,value_change,,
126,11336940,14,excluding,(,False,7,0.00022971932776272297,36.0,75,,,,0.9123481512069702,insert,0.0595625601708889,0.0,value_change,,
127,11336940,14,atus,##iance,False,8,0.0003291890025138855,34.0,76,,,,0.924941897392273,replace,0.19351276755332947,0.0,value_change,,
128,11336940,14,([,##t [,False,9,0.00024800506071187556,22.0,77,,,,0.9467818737030029,merge,0.18432702124118805,0.0,value_change,,
129,11336940,14,coefficient,analysis,False,10,0.0003854337555821985,31.0,78,,,,0.907201886177063,insert,0.48299288749694824,0.0,value_change,,
130,11336940,14,statistically,##ly,False,11,0.00038460828363895416,13.0,79,,,,0.9707297086715698,replace,0.41290491819381714,0.0,value_change,,
131,11336940,14,the,in,False,12,0.0004200945550110191,16.0,80,,,,0.940365731716156,insert,0.9195406436920166,0.0,value_change,,
132,11336940,14,rate,difference,False,13,0.0004315862897783518,2.0,81,,,,0.9051903486251831,insert,0.2200484573841095,0.0,value_change,,
133,11336940,14,05,mm,False,14,0.00042701311758719385,6.0,82,,,,0.9569205045700073,replace,0.06019628047943115,0.0,value_change,,
134,11336940,14,le,##co,False,15,0.0005596143309958279,38.0,83,,,,0.9445739984512329,insert,0.13084080815315247,0.0,value_change,,
135,11336940,14,mean,the,False,16,0.0006313343183137476,1.0,84,,,,0.9059619903564453,insert,0.13256776332855225,0.0,value_change,,
136,11336940,14,5,9,False,17,0.0006227160338312387,5.0,85,,,,0.888195276260376,replace,0.07161495834589005,0.0,value_change,,
137,11336940,14,0,=,False,18,0.0006345401052385569,26.0,86,,,,0.9426729679107666,insert,0.5075703859329224,0.0,value_change,,
138,11336940,14,thickness,##g,False,19,0.0005392978200688958,9.0,87,,,,0.8560749888420105,insert,0.031866926699876785,0.0,value_change,,
139,11336940,14,71,##3,False,20,0.000582128472160548,28.0,88,,,,0.8534708023071289,replace,0.040830451995134354,0.0,value_change,,
140,11336940,14,thickness,h ##g,False,21,0.0005153433885425329,7.0,89,,,,0.8760243058204651,merge,0.10510256141424179,0.0,value_change,,
141,11336940,14,all,##var,False,22,0.0004695355019066483,33.0,90,,,,0.7953161597251892,replace,0.17206212878227234,0.0,value_change,,
142,11336940,14,chlor,##tan,False,23,0.0005988433840684593,20.0,91,,,,0.793658971786499,insert,0.2832256257534027,0.0,value_change,,
143,11336940,14,difference,the difference,False,24,0.0005878840456716716,0.0,92,,,,0.9937344789505005,merge,0.11712685972452164,0.0,value_change,,
144,11336940,14,ure,la,False,25,0.0005917291273362935,19.0,93,,,,0.7327069640159607,insert,0.4547707140445709,0.0,value_change,,
145,11336940,14,,,False,0,,,93,,,,,,,,,,
146,11336940,15,arth,##pro,False,1,2.7071722797700204e-05,40,87,,,,0.8873450756072998,replace,0.423618882894516,0.0,value_change,,
147,11336940,15,biomark,respond,False,2,0.00011627428466454148,22,88,,,,0.8530759215354919,replace,0.27180734276771545,0.0,value_change,,
148,11336940,15,spect,##stone,False,3,0.0001641676208237186,41,89,,,,0.8587222099304199,replace,0.20809683203697205,0.0,value_change,,
149,11336940,15,iliary,##ular,False,4,0.00017159467097371817,15,90,,,,0.9228989481925964,replace,0.2612643539905548,0.0,value_change,,
150,11336940,15,ers,##ers,False,5,0.00017878315702546388,23,91,,,,0.9508566856384277,replace,0.7332553267478943,0.0,value_change,,
151,11336940,15,either,in,False,6,0.00024289923021569848,25,92,,,,0.8223702907562256,insert,0.48057445883750916,0.0,value_change,,
152,11336940,15,ers,##ers,False,7,0.000370231457054615,7,93,,,,0.9622552394866943,replace,0.5718594789505005,0.0,value_change,,
153,11336940,15,serum,in,False,8,0.00037671439349651337,13,94,,,,0.8841161727905273,insert,0.08093904703855515,0.0,value_change,,
154,11336940,15,read,##d,False,9,0.000504976836964488,1,95,,,,0.9288088083267212,replace,0.29887163639068604,0.0,value_change,,
155,11336940,15,magnification,pressure,False,10,0.0005721487104892731,16,96,,,,0.7410136461257935,replace,0.25889989733695984,0.0,value_change,,
156,11336940,15,observed,decrease,False,11,0.0006499692681245506,12,97,,,,0.8948319554328918,insert,0.15813879668712616,0.0,value_change,,
157,11336940,15,ment,##ed,False,12,0.0006424854509532452,3,98,,,,0.9582949876785278,replace,0.338652640581131,0.0,value_change,,
158,11336940,15,rophic,##t,False,13,0.0008557590190321207,31,99,,,,0.9333765506744385,insert,0.13673418760299683,0.0,value_change,,
159,11336940,15,untreated,treated,False,14,0.0011506221489980817,44,100,,,,0.9234026074409485,insert,0.12801730632781982,0.0,value_change,,
160,11336940,15,consisting,analysis,False,15,0.0014585619792342186,5,101,,,,0.961455762386322,insert,0.05853602662682533,0.0,value_change,,
161,11336940,15,double,using,True,16,0.03707750141620636,9,102,,,,0.7133055329322815,insert,0.13957057893276215,6.0,value_change,,
162,11336940,17,that,irritation,True,1,0.3412133753299713,7,17,,,,0.025365494191646576,insert,0.12093200534582138,9.0,value_change,,
163,11336940,18,administering,with,False,1,3.745849244296551e-05,21.0,76,,,,0.864511251449585,insert,0.23378901183605194,0.0,value_change,,
164,11336940,18,with,compared,False,2,6.061293606762774e-05,20.0,77,,,,0.8955735564231873,insert,0.5454075336456299,0.0,value_change,,
165,11336940,18,Edit,conclusions,False,3,8.961364073911682e-05,1.0,78,,,,0.9051873683929443,insert,0.4337609112262726,0.0,value_change,,
166,11336940,18,hypertension,pressure compared,False,4,0.00022209016606211662,18.0,79,,,,0.8005822896957397,merge,0.16589917242527008,0.0,value_change,,
167,11336940,18,iliary,##ular,False,5,0.00026432666345499456,17.0,80,,,,0.9373338222503662,replace,0.3871287405490875,0.0,value_change,,
168,11336940,18,pulmonary,reducing,False,6,0.0002634697884786874,15.0,81,,,,0.8470340967178345,insert,0.19692853093147278,0.0,value_change,,
169,11336940,18,ction,##com ##a,False,7,0.0002747504913713783,40.0,82,,,,0.9369698762893677,merge,0.4725489616394043,0.0,value_change,,
170,11336940,18,diagnosed,patients,False,8,0.00025259447284042835,33.0,83,,,,0.9096043109893799,insert,0.4550093412399292,0.0,value_change,,
171,11336940,18,hypertension,open,False,9,0.000295909121632576,35.0,84,,,,0.8439204096794128,replace,0.8262776136398315,0.0,value_change,,
172,11336940,18,activity,##tension,False,10,0.0003091066610068083,46.0,85,,,,0.8210999965667725,replace,0.31098535656929016,0.0,value_change,,
173,11336940,18,fen,##pro,False,11,0.00047291404916904867,23.0,86,,,,0.897843062877655,insert,0.18438898026943207,0.0,value_change,,
174,11336940,18,ro,##op,False,12,0.00037783492007292807,5.0,87,,,,0.939281702041626,insert,0.6137834787368774,0.0,value_change,,
175,11336940,18,valve,angle,False,13,0.00036306094261817634,38.0,88,,,,0.8412147164344788,insert,0.17002272605895996,0.0,value_change,,
176,11336940,18,lowering,reducing,False,14,0.00037880614399909973,14.0,89,,,,0.9930943250656128,replace,0.436086505651474,0.0,value_change,,
177,11336940,18,us,o,False,15,0.00041841770871542394,44.0,90,,,,0.7955533266067505,insert,0.571246325969696,0.0,value_change,,
178,11336940,18,ocular,angle,False,16,0.0003620660863816738,37.0,91,,,,0.9201028347015381,replace,0.06495501101016998,0.0,value_change,,
179,11336940,18,diabetic,in,False,17,0.0004865968076046556,32.0,92,,,,0.7786214351654053,insert,0.17111915349960327,0.0,value_change,,
180,11336940,18,ocl,##tan,False,18,0.0005385074764490128,4.0,93,,,,0.9269691109657288,insert,0.24215415120124817,0.0,value_change,,
181,11336940,18,ure,la,False,19,0.00047949128202162683,3.0,94,,,,0.8672134876251221,insert,0.17103786766529083,0.0,value_change,,
182,11336940,18,only,treatment,False,20,0.0007081914809532464,31.0,95,,,,0.7750067710876465,insert,0.11434225738048553,0.0,value_change,,
183,11336940,18,pulmonary,o ##cular,False,21,0.0006472649401985109,43.0,96,,,,0.8657487630844116,merge,0.5564418435096741,0.0,value_change,,
184,11336940,18,one,1,False,22,0.0005881458055227995,27.0,97,,,,0.9909906387329102,replace,0.37067916989326477,0.0,value_change,,
185,11336940,18,NOTE,conclusions,False,23,0.0005265585496090353,0.0,98,,,,0.8602666854858398,replace,0.10239735245704651,0.0,value_change,,
186,11336940,18,cessation,month,False,24,0.00036411048495210707,29.0,99,,,,0.8260155916213989,insert,0.20453089475631714,0.0,value_change,,
187,11336940,18,week,month,False,25,0.00041816537850536406,28.0,100,,,,0.9505400061607361,replace,0.27641788125038147,0.0,value_change,,
188,11336940,18,,,False,0,,,100,,,,,,,,,,
189,11336940,19,us,o,False,1,1.3376276001508813e-05,8.0,13,,,,0.3163418471813202,insert,0.25838837027549744,0.0,value_change,,
190,11336940,19,treated,well tolerated,False,2,1.7131524145952426e-05,3.0,14,,,,0.8958182334899902,merge,0.41332170367240906,0.0,value_change,,
191,11336940,19,combined,drugs,False,3,1.6413861885666847e-05,2.0,15,,,,0.9781891703605652,insert,0.22164078056812286,0.0,value_change,,
192,11336940,19,treatments,drugs,False,4,1.5972027540556155e-05,1.0,16,,,,0.8376038670539856,replace,0.055786263197660446,0.0,value_change,,
193,11336940,19,relatively,with,False,5,2.2783720851293765e-05,6.0,17,,,,0.9757982492446899,insert,0.527077317237854,0.0,value_change,,
194,11336940,19,reaction,adverse,False,6,2.8860056772828102e-05,10.0,18,,,,0.3679763376712799,insert,0.24139967560768127,0.0,value_change,,
195,11336940,19,,,False,0,,,18,,,,,,,,,,
196,11336940,20,PubMed,##9 ##40,False,1,7.608430223626783e-06,26.0,52,,,,0.9282810688018799,merge,0.013455643318593502,0.0,value_change,,
197,11336940,20,ifier,pmid,False,2,0.00010219864634564146,23.0,53,,,,0.7688562870025635,insert,0.09513058513402939,0.0,value_change,,
198,11336940,20,99,##36,False,3,0.00015873124357312918,25.0,54,,,,0.9595156908035278,replace,0.013772676698863506,0.0,value_change,,
199,11336940,20,References,med ##line,False,4,0.00011253124102950096,31.0,55,,,,0.7153670787811279,merge,0.24513858556747437,0.0,value_change,,
200,11336940,20,89,##9,False,5,0.00012776961375493556,13.0,56,,,,0.9946296215057373,insert,0.07014710456132889,0.0,value_change,,
201,11336940,20,Version,doi,False,6,0.00016287322796415538,0.0,57,,,,0.6213233470916748,replace,0.051432643085718155,0.0,value_change,,
202,11336940,20,45,##9,False,7,0.00016748602502048016,19.0,58,,,,0.9473762512207031,insert,0.01676100492477417,0.0,value_change,,
203,11336940,20,9,##2,False,8,0.00018533023830968887,9.0,59,,,,0.9913599491119385,replace,0.008203540928661823,0.0,value_change,,
204,11336940,20,101,##9,False,9,0.00016665675502736121,12.0,60,,,,0.9878338575363159,replace,0.09221559762954712,0.0,value_change,,
205,11336940,20,PubMed,00,False,10,0.00016800469893496484,15.0,61,,,,0.7886574268341064,replace,0.11742247641086578,0.0,value_change,,
206,11336940,20,45,##9,False,11,0.00011723962234100327,18.0,62,,,,0.9919103384017944,replace,0.017282355576753616,0.0,value_change,,
207,11336940,20,00,0,False,12,0.00010879524052143097,21.0,63,,,,0.9944702386856079,replace,0.02466648817062378,0.0,value_change,,
