,abstract_id,sentence_index,synonym_tokens,original_tokens,attack_successful,num_changed,divergence,token_index,num_queries,changed_sentences,num_entities_changed,synonym_prob,semantic_sim,attack_type,comp_mode,original_token,synonym
62,11336940,15,magnification,pressure,False,2,9.875728607177734,16.0,83,[],0.0,0.25889989733695984,0.7410136461257935,replace,,,
63,11336940,15,untreated,the,False,3,11.20312213897705,39.0,84,[],1.0,0.04970812425017357,0.892190158367157,insert,,,
64,11336940,15,untreated,treated,False,4,11.587089538574219,44.0,85,[],0.0,0.12801730632781982,0.9234025478363037,insert,,,
65,11336940,15,ality,proportion,False,5,12.239376068115234,21.0,86,[],1.0,0.9857147336006165,0.886873722076416,insert,,,
66,11336940,15,statistically,that,False,6,12.867267608642578,19.0,87,[],0.0,0.30806541442871094,0.8073716163635254,insert,,,
67,11336940,15,rophic,##t,False,7,12.999371528625488,31.0,88,[],0.0,0.13673418760299683,0.9333764910697937,insert,,,
68,11336940,15,statistically,showed,False,8,13.704721450805664,18.0,89,[],0.0,0.2995455265045166,0.8876947164535522,insert,,,
69,11336940,15,gment,##d ##just,False,9,13.95619010925293,1.0,90,[],1.0,0.21049918234348297,0.8794087171554565,merge,,,
70,11336940,15,rost,##stone,False,10,14.402338981628418,42.0,91,[],1.0,0.07065946608781815,0.8939122557640076,insert,,,
71,11336940,15,read,una ##d,False,11,14.465739250183105,0.0,92,[],1.0,0.40110838413238525,0.8684343099594116,merge,,,
72,11336940,15,ment,##ed,False,12,14.457008361816406,3.0,93,[],0.0,0.338652640581131,0.9582949876785278,replace,,,
73,11336940,15,ers,##ers,False,13,15.517698287963867,7.0,94,[],0.0,0.5718594789505005,0.9622552990913391,replace,,,
74,11336940,15,biomark,respond,False,14,15.879776000976562,6.0,95,[],0.0,0.8365301489830017,0.8379960060119629,replace,,,
75,11336940,15,iliary,##ular,False,15,16.20285415649414,15.0,96,[],0.0,0.2612643539905548,0.9228989481925964,replace,,,
76,11336940,15,consisting,analysis,False,16,16.409637451171875,5.0,97,[],1.0,0.05853602662682533,0.9614557027816772,insert,,,
77,11336940,15,difference,percentage decrease,False,17,16.348472595214844,10.0,98,[],2.0,0.09665752202272415,0.7972519397735596,merge,,,
78,11336940,15,cell,##oc,False,18,16.233266830444336,14.0,99,[],2.0,0.6655715107917786,0.8460866212844849,replace,,,
79,11336940,15,a,the percentage,False,19,16.05867576599121,9.0,100,[],2.0,0.5190289616584778,0.9363738298416138,merge,,,
80,11336940,15,serum,in,False,20,16.590633392333984,13.0,101,[],2.0,0.08093904703855515,0.8841163516044617,insert,,,
81,11336940,15,ers,##ers,False,21,16.312000274658203,23.0,102,[],3.0,0.7332553267478943,0.9508568048477173,replace,,,
82,11336940,15,ental,##t,False,22,16.557720184326172,30.0,103,[],3.0,0.09958816319704056,0.9671860933303833,replace,,,
83,11336940,15,cy,the la,False,23,16.690475463867188,25.0,104,[],3.0,0.03379658982157707,0.9688752293586731,merge,,,
84,11336940,15,saline,treated,False,24,16.9654541015625,33.0,105,[],4.0,0.2270433008670807,0.8523783087730408,insert,,,
85,11336940,15,ro,##op,False,25,17.202865600585938,29.0,106,[],4.0,0.9479405283927917,0.9468566179275513,insert,,,
86,11336940,15,op,##tan,False,26,16.86539077758789,28.0,107,[],3.0,0.09277348965406418,0.7973876595497131,insert,,,
87,11336940,15,ne,the uno,False,27,17.05202865600586,38.0,108,[],3.0,0.2228960394859314,0.9402190446853638,merge,,,
88,11336940,15,spect,##stone,False,28,16.858402252197266,41.0,109,[],3.0,0.20809683203697205,0.8587223291397095,replace,,,
89,11336940,15,and,using,False,29,16.883819580078125,8.0,110,[],3.0,0.21216249465942383,0.9100021719932556,replace,,,
90,11336940,15,proportion,analysis,False,30,16.742443084716797,4.0,111,[],6.0,0.41805216670036316,0.9053938388824463,replace,,,
91,11336940,15,,,False,0,,,111,,,,,,,,
92,11336940,17,Weak,eye red,False,1,4.995906829833984,0,14,[],0,0.20791806280612946,0.7710285186767578,merge,,,
93,11336940,17,us,o,False,2,0.5737306475639343,5,15,[],0,0.6657504439353943,0.942584753036499,insert,,,
94,11336940,17,eye,o ##cular,False,3,5.011714458465576,4,16,[],0,0.3139525353908539,0.9554974436759949,merge,,,
95,11336940,17,that,irritation,True,4,0.7519469857215881,7,17,[18],1,0.12093200534582138,0.02536548301577568,insert,,,
96,11336940,18,Mon,la ##tan,True,1,4.384027481079102,2,70,[19],1,0.13531510531902313,0.8534849882125854,merge,,,
97,11336940,19,us,o,False,1,1.8811123371124268,8,12,[],0,0.25838837027549744,0.31634193658828735,insert,,,
98,11336940,19,treated,well tolerated,True,2,0.9291369915008545,3,13,[20],1,0.41332170367240906,0.8958182334899902,merge,,,
99,11336940,20,39,/ s,False,1,1.4417102336883545,5.0,50,[],0.0,0.027750317007303238,0.9466584920883179,merge,,,
100,11336940,20,DOI,doi,False,2,0.3815329670906067,1.0,51,[],0.0,0.2928103804588318,0.9675121903419495,insert,,,
101,11336940,20,98,##0,False,3,1.7467732429504395,9.0,52,[],0.0,0.056408148258924484,0.9870674014091492,insert,,,
102,11336940,20,101,##00 ##0,False,4,0.6989954710006714,7.0,53,[],0.0,0.036235418170690536,0.9100118279457092,merge,,,
103,11336940,20,ifier,pmid,False,5,1.953082799911499,23.0,54,[],1.0,0.09513058513402939,0.7688562870025635,insert,,,
104,11336940,20,PubMed,00,False,6,2.5487141609191895,15.0,55,[],0.0,0.11742247641086578,0.7886573672294617,replace,,,
105,11336940,20,89,##9,False,7,2.83229398727417,13.0,56,[],1.0,0.07014710456132889,0.9946298003196716,insert,,,
106,11336940,20,01,##9 ##4,False,8,2.641266345977783,12.0,57,[],1.0,0.013387239538133144,0.9825397729873657,merge,,,
107,11336940,20,01,##9 ##43,False,9,2.349025249481201,18.0,58,[],1.0,0.014491844922304153,0.9838457107543945,merge,,,
108,11336940,20,doi,0 pmid,False,10,2.2364354133605957,21.0,59,[],0.0,0.12911926209926605,0.8974759578704834,merge,,,
109,11336940,20,39,##36 ##9,False,11,2.1185224056243896,25.0,60,[],4.0,0.012272486463189125,0.9798660278320312,merge,,,
110,11336940,20,[,##40 [,False,12,2.802762985229492,27.0,61,[],4.0,0.4560244381427765,0.9809809327125549,merge,,,
111,11336940,20,iop,med,False,13,2.8668909072875977,32.0,62,[],2.0,0.16101470589637756,0.8384416103363037,insert,,,
112,11336940,20,PubMed,for,False,14,2.814483642578125,31.0,63,[],2.0,0.028713390231132507,0.8208632469177246,insert,,,
113,11336940,20,Version,doi,False,15,3.041754961013794,0.0,64,[],4.0,0.051432643085718155,0.62132328748703,replace,,,
114,11336940,20,search,indexed,False,16,3.334649085998535,30.0,65,[],3.0,0.03704899176955223,0.8915626406669617,insert,,,
115,11336940,20,Search,indexed,False,17,3.3726983070373535,29.0,66,[],4.0,0.32923147082328796,0.9045650959014893,replace,,,
116,11336940,20,,,False,0,,,66,,,,,,,,
117,12586182,0,pn,j,False,1,23.733388900756836,3,22,[],0,0.8145551085472107,0.9790037870407104,insert,,,
118,12586182,0,itis,##l,True,2,28.16730499267578,8,23,[0],2,0.0978785827755928,0.6746156215667725,insert,,,
119,12586182,1,ruary,feb,False,1,23.249588012695312,4.0,6,[],0.0,0.8381048440933228,0.940288782119751,insert,,,
120,12586182,1,04,-,False,2,25.500782012939453,3.0,7,[],0.0,0.06893756240606308,0.9787234663963318,insert,,,
121,12586182,1,;,2003,False,3,25.687454223632812,0.0,8,[],0.0,0.34193575382232666,0.7975525856018066,replace,,,
122,12586182,1,,,False,0,,,8,,,,,,,,
123,12586182,2,reversing,of,False,1,25.078283309936523,2,72,[],0,0.12406867742538452,0.8872283697128296,insert,,,
124,12586182,2,diabetic,diagnosed,True,2,27.336231231689453,29,73,[2],2,0.22753529250621796,0.9140432476997375,insert,,,
125,12586182,3,ipedia,turkey,True,1,21.16072654724121,39,50,[3],1,0.005934735294431448,0.9435969591140747,insert,,,
126,12586182,4,objectively,evaluate,False,1,18.98340606689453,4,73,[],0,0.09971386194229126,0.9095379710197449,insert,,,
127,12586182,4,recurrent,diagnosed,True,2,22.36196517944336,32,74,[4],2,0.23780906200408936,0.8890014886856079,insert,,,
128,12586182,5,anonym,random,True,1,17.45037078857422,3,14,[5],3,0.4167468845844269,0.6463415622711182,replace,,,
129,12586182,6,diabetic,diagnosed,True,1,17.24077033996582,12,37,[6],2,0.12065425515174866,0.8531056046485901,insert,,,
130,12586182,7,rost,##op,True,1,13.621706008911133,15,59,[7],2,0.14815868437290192,0.8377041816711426,insert,,,
131,12586182,8,rotein,##p,False,1,9.26076602935791,11,36,[],0,0.23961248993873596,0.7838708162307739,insert,,,
132,12586182,8,antibiotic,of,False,2,10.759940147399902,30,37,[],0,0.3312323987483978,0.7792459726333618,insert,,,
133,12586182,8,rect,di ##urn,True,3,11.011903762817383,1,38,[10],0,0.35892483592033386,0.9531502723693848,merge,,,
134,12586182,9,rotein,##p,False,1,8.21316909790039,5,24,[],0,0.2385014146566391,0.8660650253295898,insert,,,
135,12586182,9,cohort,month,False,2,9.13691234588623,12,25,[],0,0.0758921205997467,0.8111631870269775,insert,,,
136,12586182,9,pp,mean io,True,3,8.978626251220703,2,26,[9],1,0.029052210971713066,0.8971307277679443,merge,,,
137,12586182,10,Noct,mean di,False,1,0.2385828197002411,2,87,[],0,0.4211980104446411,0.7419381141662598,merge,,,
138,12586182,10,itone,##urn,False,2,6.910060405731201,5,88,[],0,0.2437133938074112,0.8699721097946167,insert,,,
139,12586182,10,rotein,##p,True,3,7.777379035949707,8,89,[10],1,0.3795394003391266,0.8880759477615356,insert,,,
140,12586182,11,urnal,di,False,1,2.500852584838867,1,27,[],0,0.3041198253631592,0.9213107228279114,insert,,,
141,12586182,11,ause,##p,False,2,3.1679141521453857,5,28,[],0,0.792576253414154,0.9316558241844177,insert,,,
142,12586182,11,hippocamp,di ##urn,True,3,3.0644118785858154,0,29,[15],1,0.1760728359222412,0.8378229141235352,merge,,,
143,12586182,12,g,##al io,False,1,13.639518737792969,17,94,[],0,0.12438660860061646,0.9622093439102173,merge,,,
144,12586182,12,amine,##l,False,2,14.03266716003418,44,95,[],0,0.10195135325193405,0.5220045447349548,insert,,,
145,12586182,12,oc,pi,True,3,18.996015548706055,46,96,[16],1,0.2639853060245514,0.8440125584602356,insert,,,
146,12586182,13,rotein,##p,False,1,11.98866081237793,13,25,[],0,0.3320139944553375,0.8391441106796265,insert,,,
147,12586182,13,whatsoever,difference,False,2,13.80549144744873,4,26,[],0,0.26184600591659546,0.9661528468132019,insert,,,
148,12586182,13,size,effect,False,3,15.15966796875,15,27,[],0,0.2411704659461975,0.8341633081436157,insert,,,
149,12586182,13,two,the,False,4,15.872920036315918,6,28,[],0,0.2810062766075134,0.9304983019828796,insert,,,
150,12586182,13,absolute,in,False,5,16.255626678466797,8,29,[],0,0.36140814423561096,0.9358562231063843,insert,,,
151,12586182,13,pp,io,False,6,16.92700958251953,12,30,[],0,0.03060329519212246,0.800902783870697,insert,,,
152,12586182,13,overall,their,False,7,17.192644119262695,11,31,[],0,0.05083885416388512,0.8592489957809448,insert,,,
153,12586182,13,ii,p,False,8,18.046829223632812,17,32,[],0,0.07266709208488464,0.8167691230773926,insert,,,
154,12586182,13,al,their io,True,9,17.033737182617188,10,33,[12],1,0.057432785630226135,0.9099656343460083,merge,,,
155,12586182,14,ateral,##l,False,1,9.551673889160156,22.0,64,[],0.0,0.34051787853240967,0.6902930736541748,insert,,,
156,12586182,14,cephal,##eo,False,2,12.666211128234863,20.0,65,[],0.0,0.12338443845510483,0.7769255638122559,insert,,,
157,12586182,14,chlor,##tan,False,3,13.74637222290039,35.0,66,[],0.0,0.12063063681125641,0.8976238965988159,insert,,,
158,12586182,14,peripheral,decreased,False,4,14.874072074890137,1.0,67,[],0.0,0.23606345057487488,0.909875214099884,insert,,,
159,12586182,14,uity,##uity,False,5,15.144755363464355,3.0,68,[],0.0,0.9961484670639038,0.8677846193313599,replace,,,
160,12586182,14,peripheral,twilight,False,6,15.392056465148926,6.0,69,[],0.0,0.5264052748680115,0.9251878261566162,insert,,,
161,12586182,14,peripheral,blurred,False,7,15.951839447021484,9.0,70,[],0.0,0.6805455684661865,0.9561659097671509,insert,,,
162,12586182,14,Visual,decreased visual,False,8,15.754474639892578,0.0,71,[],0.0,0.3189915418624878,0.9334222078323364,merge,,,
163,12586182,14,symptoms,headache,False,9,16.059715270996094,13.0,72,[],0.0,0.27386897802352905,0.9038962125778198,insert,,,
164,12586182,14,ietal,##pine,False,10,16.499954223632812,28.0,73,[],0.0,0.3840772211551666,0.7899733781814575,replace,,,
165,12586182,14,mes,pi,False,11,16.37295150756836,25.0,74,[],0.0,0.052786342799663544,0.7751202583312988,replace,,,
166,12586182,14,vision,twilight vision,False,12,16.162050247192383,5.0,75,[],0.0,0.128247931599617,0.9547810554504395,merge,,,
167,12586182,14,both,in,False,13,16.070636749267578,17.0,76,[],0.0,0.37306466698646545,0.7770562171936035,insert,,,
168,12586182,14,ost,cart,False,14,16.675800323486328,19.0,77,[],0.0,0.7043865323066711,0.861517608165741,insert,,,
169,12586182,14,adult,the,False,15,16.581947326660156,33.0,78,[],0.0,0.046370405703783035,0.812756359577179,insert,,,
170,12586182,14,nausea,blurred vision,False,16,16.486812591552734,8.0,79,[],0.0,0.36810770630836487,0.95759117603302,merge,,,
171,12586182,14,ic,##t,False,17,16.593547821044922,38.0,80,[],0.0,0.1499607414007187,0.9393454790115356,insert,,,
172,12586182,14,alone,group,False,18,16.836265563964844,30.0,81,[],0.0,0.1895340234041214,0.8900701403617859,insert,,,
173,12586182,14,ine,##t,False,19,16.82569122314453,37.0,82,[],0.0,0.20321571826934814,0.9582458734512329,replace,,,
174,12586182,14,al,##car,False,20,16.768787384033203,27.0,83,[],0.0,0.2456403523683548,0.7424677610397339,replace,,,
175,12586182,14,in,in,False,21,17.089458465576172,32.0,84,[],0.0,0.19205370545387268,0.9945111870765686,insert,,,
176,12586182,14,ore,##lo ##car,False,22,17.097545623779297,26.0,85,[],0.0,0.43257132172584534,0.9204269647598267,merge,,,
177,12586182,14,0,<,False,23,17.094152450561523,42.0,86,[],0.0,0.6120517253875732,0.942325234413147,insert,,,
178,12586182,14,Fig,p <,False,24,16.953868865966797,40.0,87,[],0.0,0.20560720562934875,0.900664210319519,merge,,,
179,12586182,14,coma,headache,False,25,16.830224990844727,12.0,88,[],0.0,0.207021564245224,0.9055747985839844,replace,,,
180,12586182,14,pronounced,frequent,False,26,17.002174377441406,15.0,89,[],0.0,0.4444987177848816,0.9160982370376587,replace,,,
181,12586182,14,,,False,0,,,89,,,,,,,,
182,12586182,15,Edit,conclusions,False,1,6.492975234985352,1,93,[],0,0.08947721868753433,0.8374232053756714,insert,,,
183,12586182,15,ietal,##pine,False,2,8.841207504272461,27,94,[],0,0.09778176993131638,0.8938766717910767,replace,,,
184,12586182,15,amide,##l,False,3,10.581998825073242,23,95,[],0,0.10094600915908813,0.8810069561004639,insert,,,
185,12586182,15,oc,pi,False,4,11.005416870117188,25,96,[],0,0.19525256752967834,0.5627341270446777,insert,,,
186,12586182,15,ause,##p,False,5,12.014199256896973,38,97,[],0,0.35160985589027405,0.8902668356895447,insert,,,
187,12586182,15,amine,##therapy,False,6,12.253844261169434,11,98,[],0,0.7042566537857056,0.8663046360015869,replace,,,
188,12586182,15,diabetic,diagnosed,False,7,13.034383773803711,41,99,[],0,0.35454946756362915,0.8923341035842896,insert,,,
189,12586182,15,ike,##lo,False,8,12.875346183776855,22,100,[],0,0.029438111931085587,0.8036922216415405,insert,,,
190,12586182,15,here,concluded,False,9,12.952082633972168,4,101,[],0,0.09585440903902054,0.8671625852584839,insert,,,
191,12586182,15,rot,##op,False,10,13.144551277160645,8,102,[],0,0.08898467570543289,0.9270763397216797,insert,,,
192,12586182,15,administering,as,True,11,13.195663452148438,18,103,[14],1,0.4158540666103363,0.9073774814605713,insert,,,
193,12586182,16,id,pmid,False,1,2.657200813293457,1.0,21,[],0.0,0.3109605610370636,0.9464517831802368,insert,,,
194,12586182,16,PubMed,##2,False,2,3.704517364501953,6.0,22,[],0.0,0.016193410381674767,0.8696025609970093,insert,,,
195,12586182,16,06,##18,False,3,4.384937763214111,5.0,23,[],1.0,0.03461325913667679,0.9663395881652832,insert,,,
196,12586182,16,68,##86,False,4,4.532801151275635,4.0,24,[],1.0,0.04148495942354202,0.9790085554122925,insert,,,
197,12586182,16,iop,med,False,5,4.88527250289917,10.0,25,[],1.0,0.11858878284692764,0.12394071370363235,insert,,,
198,12586182,16,search,indexed,False,6,5.400209426879883,8.0,26,[],1.0,0.054559919983148575,0.27943235635757446,insert,,,
199,12586182,16,ID,pmid,False,7,5.550690650939941,0.0,27,[],1.0,0.05576023831963539,0.9019896984100342,replace,,,
200,12586182,16,0000,##86 ##18,False,8,5.857420921325684,3.0,28,[],1.0,0.028713008388876915,0.8072457313537598,merge,,,
201,12586182,16,,,False,0,,,28,,,,,,,,
202,12867391,0,rog,##ht,False,1,25.11865234375,2.0,7,[],0.0,0.12165016680955887,0.5475919246673584,insert,,,
203,12867391,0,ro,op,False,2,27.768598556518555,1.0,8,[],0.0,0.14924326539039612,0.8843023777008057,insert,,,
204,12867391,0,,,False,0,,,8,,,,,,,,
205,12867391,1,io,jul,False,1,20.521240234375,2.0,5,[],0.0,0.04031486436724663,0.9491037726402283,insert,,,
206,12867391,1,;,2003,False,2,20.798072814941406,0.0,6,[],0.0,0.181822270154953,0.7473369836807251,replace,,,
207,12867391,1,),jul,False,3,20.810182571411133,1.0,7,[],0.0,0.22098372876644135,0.9073790311813354,replace,,,
208,12867391,1,,,False,0,,,7,,,,,,,,
209,12867391,2,vironment,##urn,True,1,26.381927490234375,7,64,[2],1,0.062420595437288284,0.8142530918121338,insert,,,
210,12867391,3,oras,ag,True,1,22.03619384765625,4,37,[3],1,0.0539352223277092,0.8781397342681885,insert,,,
211,12867391,4,itative,author,False,1,20.179611206054688,1,29,[],0,0.24358490109443665,0.9056323766708374,insert,,,
212,12867391,4,rog,##ht,True,2,22.971717834472656,11,30,[4],1,0.16118216514587402,0.826399564743042,insert,,,
213,12867391,5,clinically,to,False,1,19.259239196777344,3,108,[],0,0.1642412692308426,0.9114079475402832,insert,,,
214,12867391,5,orally,%,True,2,21.928136825561523,21,109,[5],2,0.14121222496032715,0.8460819721221924,insert,,,
215,12867391,6,ation,design,False,1,13.621614456176758,1,35,[],0,0.12806957960128784,0.813156008720398,insert,,,
216,12867391,6,placebo,",",True,2,16.014175415039062,11,36,[6],2,0.05329975485801697,0.6979475021362305,insert,,,
217,12867391,7,urnal,di,False,1,10.883853912353516,1,30,[],0,0.5894593000411987,0.8344601392745972,insert,,,
218,12867391,7,Front,di ##urn,False,2,8.866247177124023,0,31,[],0,0.08393113315105438,0.8978487253189087,merge,,,
219,12867391,7,arbon,##ular,False,3,11.150348663330078,6,32,[],0,0.4687398672103882,0.9033075571060181,replace,,,
220,12867391,7,cell,##oc,True,4,11.282591819763184,5,33,[7],1,0.7651917338371277,0.9000613689422607,replace,,,
221,12867391,8,hy,hyper,False,1,8.952533721923828,19,36,[],0,0.1894606500864029,0.6817169189453125,insert,,,
222,12867391,8,ond,g,False,2,11.032882690429688,12,37,[],0,0.12374934554100037,0.735837459564209,insert,,,
223,12867391,8,hypertension,##a,False,3,11.466997146606445,15,38,[],0,0.1040392816066742,0.8736217021942139,insert,,,
224,12867391,8,patients,four subjects,True,4,11.73208999633789,4,39,[8],1,0.08810544013977051,0.8291926383972168,merge,,,
225,12867391,9,rost,##op,False,1,8.733869552612305,5,35,[],0,0.4226202666759491,0.7601873874664307,insert,,,
226,12867391,9,chlor,##tan,False,2,10.525140762329102,4,36,[],0,0.16320590674877167,0.7706183791160583,insert,,,
227,12867391,9,rop,td,True,3,11.168079376220703,17,37,[9],2,0.014051543548703194,0.8683518171310425,insert,,,
228,12867391,10,tenance,main,False,1,7.470950603485107,1,34,[],0,0.817899763584137,0.9203319549560547,insert,,,
229,12867391,10,efficacy,main outcome,False,2,6.094532012939453,0,35,[],0,0.16631187498569489,0.9395724534988403,merge,,,
230,12867391,10,main,primary efficacy,True,3,0.6018263697624207,5,36,[10],1,0.3091999292373657,0.8871070146560669,merge,,,
231,12867391,11,of,patients completed,False,1,5.747267723083496,5,12,[],0,0.16236715018749237,0.8390070199966431,merge,,,
