,abstract_id,sentence_index,synonym_tokens,original_tokens,attack_successful,num_changed,divergence,token_index,num_queries,changed_sentences,num_entities_changed,synonym_prob,semantic_sim,attack_type,type,num_changes_in_pred,comp_mode
27,28345162,3,insulin glargine human,glargine,False,3,0.0018888714257627726,32,3,,,,,,CHEMICAL,0.0,class_change
28,28345162,4,,,False,,,,,,,,,,,,
29,28345162,5,,,False,,,,,,,,,,,,
30,28345162,6,,,False,,,,,,,,,,,,
31,28345162,7,,,False,,,,,,,,,,,,
32,28345162,8,,,False,,,,,,,,,,,,
33,28345162,9,,,False,,,,,,,,,,,,
34,28345162,10,lixisenatide product,lixisenatide,,1,,12,1,,,,,,CHEMICAL,,class_change
35,28345162,10,product containing sitagliptin,sitagliptin,,2,,21,2,,,,,,CHEMICAL,,class_change
36,28345162,10,insulin glargine human,glargine,False,3,0.0013433857820928097,38,3,,,,,,CHEMICAL,0.0,class_change
37,28345162,11,lixisenatide product,lixisenatide,,1,,43,1,,,,,,CHEMICAL,,class_change
38,28345162,11,product containing sitagliptin,sitagliptin,False,2,0.004169292747974396,76,2,,,,,,CHEMICAL,0.0,class_change
39,28345162,12,,,False,,,,,,,,,,,,
40,28345162,13,lixisenatide product,lixisenatide,,1,,2,1,,,,,,CHEMICAL,,class_change
41,28345162,13,product containing sitagliptin,sitagliptin,,2,,20,2,,,,,,CHEMICAL,,class_change
42,28345162,13,lixisenatide product,lixisenatide,,3,,75,3,,,,,,CHEMICAL,,class_change
43,28345162,13,product containing sitagliptin,sitagliptin,False,4,0.006107356399297714,106,4,,,,,,CHEMICAL,0.0,class_change
44,28345162,14,lixisenatide product,lixisenatide,,1,,0,1,,,,,,CHEMICAL,,class_change
45,28345162,14,product containing sitagliptin,sitagliptin,False,2,0.0045920140109956264,20,2,,,,,,CHEMICAL,0.0,class_change
46,28345162,15,lixisenatide product,lixisenatide,,1,,34,1,,,,,,CHEMICAL,,class_change
47,28345162,15,product containing sitagliptin,sitagliptin,False,2,0.004860815592110157,43,2,,,,,,CHEMICAL,0.0,class_change
48,28345162,16,lixisenatide product,lixisenatide,,1,,12,1,,,,,,CHEMICAL,,class_change
49,28345162,16,product containing sitagliptin,sitagliptin,False,2,0.005303559824824333,26,2,,,,,,CHEMICAL,0.0,class_change
50,28345162,17,lixisenatide product,lixisenatide,,1,,2,1,,,,,,CHEMICAL,,class_change
51,28345162,17,product containing sitagliptin,sitagliptin,,2,,14,2,,,,,,CHEMICAL,,class_change
52,28345162,17,insulin glargine human,glargine,False,3,0.0,29,3,,,,,,CHEMICAL,0.0,class_change
53,28345162,19,,,False,,,,,,,,,,,,
54,19108786,0,,,False,,,,,,,,,,,,
55,19108786,1,,,False,,,,,,,,,,,,
56,19108786,2,insulin glargine human,glargine,,1,,34,1,,,,,,CHEMICAL,,class_change
57,19108786,2,aspart insulin,aspart,,2,,51,2,,,,,,CHEMICAL,,class_change
58,19108786,2,diabetes type 2,diabetes,False,3,6.048752038623206e-05,59,3,,,,,,DISEASE,0.0,class_change
59,19108786,3,,,False,,,,,,,,,,,,
60,19108786,4,,,False,,,,,,,,,,,,
61,19108786,9,insulina detemir,detemir,,1,,15,1,,,,,,CHEMICAL,,class_change
62,19108786,9,glargine insulin,glargine,False,2,2.7493553716340102e-05,21,2,,,,,,CHEMICAL,0.0,class_change
63,19108786,10,,,False,,,,,,,,,,,,
64,19108786,11,glargine insulin,glargine,False,1,8.684864383212698e-07,49,1,,,,,,CHEMICAL,0,class_change
65,19108786,12,insulina detemir,detemir,,1,,6,1,,,,,,CHEMICAL,,class_change
66,19108786,12,glargine insulin,glargine,True,2,0.23309557139873505,20,2,,,,,,CHEMICAL,4.0,class_change
67,19108786,13,aspart insulin,aspart,False,1,2.467675949446857e-05,1,1,,,,,,CHEMICAL,0,class_change
68,19108786,14,,,False,,,,,,,,,,,,
69,19108786,15,insulina detemir,detemir,,1,,2,1,,,,,,CHEMICAL,,class_change
70,19108786,15,glargine insulin,glargine,False,2,0.034375451505184174,8,2,,,,,,CHEMICAL,0.0,class_change
71,19108786,16,glucose levels plasma,glucose,,1,,4,1,,,,,,CHEMICAL,,class_change
72,19108786,16,glucose levels plasma,glucose,False,2,0.03419657051563263,43,2,,,,,,CHEMICAL,0.0,class_change
73,19108786,17,,,False,,,,,,,,,,,,
74,19108786,18,,,False,,,,,,,,,,,,
75,19108786,19,,,False,,,,,,,,,,,,
76,19108786,20,,,False,,,,,,,,,,,,
77,19108786,21,insulina detemir,detemir,,1,,10,1,,,,,,CHEMICAL,,class_change
78,19108786,21,glargine insulin,glargine,False,2,0.034529704600572586,16,2,,,,,,CHEMICAL,0.0,class_change
79,19108786,32,,,False,,,,,,,,,,,,
80,19108786,22,insulina detemir,detemir,False,1,0.0026195545215159655,15,1,,,,,,CHEMICAL,0,class_change
81,19108786,23,,,False,,,,,,,,,,,,
82,19108786,25,gains weight,weight gain,,1,,1,1,,,,,,DISEASE,,class_change
83,19108786,25,insulina detemir,detemir,,2,,10,2,,,,,,CHEMICAL,,class_change
84,19108786,25,glargine insulin,glargine,False,3,0.003610501065850258,17,3,,,,,,CHEMICAL,0.0,class_change
85,19108786,26,,,False,,,,,,,,,,,,
86,19108786,27,hypoglycaemic,hypoglycemic,False,1,6.217850022949278e-05,1,1,,,,,,DISEASE,0,class_change
87,19108786,28,,,False,,,,,,,,,,,,
88,19108786,29,,,False,,,,,,,,,,,,
89,19108786,30,insulina detemir,detemir,,1,,36,1,,,,,,CHEMICAL,,class_change
90,19108786,30,glargine insulin,glargine,False,2,2.3108803361537866e-05,47,2,,,,,,CHEMICAL,0.0,class_change
91,19108786,31,,,False,,,,,,,,,,,,
92,19108786,33,,,False,,,,,,,,,,,,
93,27650977,0,,,False,,,,,,,,,,,,
94,27650977,1,,,False,,,,,,,,,,,,
95,27650977,3,lixisenatide product,lixisenatide,,1,,23,1,,,,,,CHEMICAL,,class_change
96,27650977,3,diabetes type 2,diabetes,,2,,32,2,,,,,,DISEASE,,class_change
97,27650977,3,metformine,metformin,False,3,0.0,40,3,,,,,,CHEMICAL,0.0,class_change
98,27650977,4,,,False,,,,,,,,,,,,
99,27650977,6,,,False,,,,,,,,,,,,
100,27650977,7,,,False,,,,,,,,,,,,
101,27650977,8,,,False,,,,,,,,,,,,
102,27650977,9,,,False,,,,,,,,,,,,
103,27650977,10,,,False,,,,,,,,,,,,
104,27650977,11,,,False,,,,,,,,,,,,
105,27650977,12,,,False,,,,,,,,,,,,
106,27650977,13,,,False,,,,,,,,,,,,
107,27650977,14,,,False,,,,,,,,,,,,
108,27650977,15,,,False,,,,,,,,,,,,
109,27650977,18,insulin glargine human,glargine,,1,,37,1,,,,,,CHEMICAL,,class_change
110,27650977,18,lixisenatide product,lixisenatide,False,2,0.0003081803733948618,52,2,,,,,,CHEMICAL,0.0,class_change
111,27650977,19,metformine,metformin,False,1,6.626074991800124e-06,36,1,,,,,,CHEMICAL,0,class_change
112,27650977,20,,,False,,,,,,,,,,,,
113,27650977,21,,,False,,,,,,,,,,,,
114,27650977,22,,,False,,,,,,,,,,,,
115,27650977,23,,,False,,,,,,,,,,,,
116,27650977,24,,,False,,,,,,,,,,,,
117,27650977,25,,,False,,,,,,,,,,,,
118,27650977,26,,,False,,,,,,,,,,,,
119,27650977,27,diabetes type 2,diabetes,False,1,7.141473361116368e-06,71,1,,,,,,DISEASE,0,class_change
120,27650977,29,,,False,,,,,,,,,,,,
121,14706058,0,,,False,,,,,,,,,,,,
122,14706058,1,,,False,,,,,,,,,,,,
123,14706058,2,diazoxide product,diazoxide,,1,,5,1,,,,,,CHEMICAL,,class_change
124,14706058,2,diabetes type 2,diabetes,False,2,0.00044172920752316713,22,2,,,,,,DISEASE,0.0,class_change
125,14706058,3,,,False,,,,,,,,,,,,
126,14706058,6,diazoxide product,diazoxide,,1,,10,1,,,,,,CHEMICAL,,class_change
127,14706058,6,diabetes type 2,diabetes,False,2,0.0004735483380500227,27,2,,,,,,DISEASE,0.0,class_change
128,14706058,7,metformine,metformin,False,1,3.3421315492887516e-07,34,1,,,,,,CHEMICAL,0,class_change
129,14706058,8,diazoxide product,diazoxide,False,1,0.0004341376479715109,5,1,,,,,,CHEMICAL,0,class_change
130,14706058,10,diazoxide product,diazoxide,False,1,0.0004416927695274353,7,1,,,,,,CHEMICAL,0,class_change
131,14706058,11,diazoxide product,diazoxide,False,1,0.0004415930307004601,2,1,,,,,,CHEMICAL,0,class_change
132,14706058,12,,,False,,,,,,,,,,,,
133,14706058,13,diazoxide product,diazoxide,False,1,0.00037792499642819166,19,1,,,,,,CHEMICAL,0,class_change
134,14706058,14,diazoxide product,diazoxide,False,1,0.0004351811367087066,2,1,,,,,,CHEMICAL,0,class_change
135,14706058,15,diazoxide product,diazoxide,False,1,0.0006217455375008285,29,1,,,,,,CHEMICAL,0,class_change
136,14706058,16,diazoxide product,diazoxide,,1,,6,1,,,,,,CHEMICAL,,class_change
137,14706058,16,metformine,metformin,False,2,0.0,21,2,,,,,,CHEMICAL,0.0,class_change
138,14706058,17,,,False,,,,,,,,,,,,
139,27321385,0,,,False,,,,,,,,,,,,
140,27321385,1,,,False,,,,,,,,,,,,
141,27321385,3,vildagliptin product,vildagliptin,,1,,3,1,,,,,,CHEMICAL,,class_change
142,27321385,3,product containing sitagliptin,sitagliptin,,2,,10,2,,,,,,CHEMICAL,,class_change
143,27321385,3,t2dm - diabetes mellitus type 2,diabetes mellitus,False,3,0.0014689366798847914,26,3,,,,,,DISEASE,0.0,class_change
144,27321385,4,,,False,,,,,,,,,,,,
145,27321385,5,vildagliptin product,vildagliptin,,1,,12,1,,,,,,CHEMICAL,,class_change
146,27321385,5,product containing sitagliptin,sitagliptin,,2,,19,2,,,,,,CHEMICAL,,class_change
147,27321385,5,t2dm - diabetes mellitus type 2,diabetes mellitus,False,3,0.0015350732719525695,33,3,,,,,,DISEASE,0.0,class_change
148,27321385,6,product containing sitagliptin,sitagliptin,,1,,5,1,,,,,,CHEMICAL,,class_change
149,27321385,6,product containing sitagliptin,sitagliptin,,2,,18,2,,,,,,CHEMICAL,,class_change
150,27321385,6,vildagliptin product,vildagliptin,,3,,27,3,,,,,,CHEMICAL,,class_change
151,27321385,6,glucose blood,glucose,False,4,0.0014754649018868804,36,4,,,,,,CHEMICAL,0.0,class_change
152,27321385,7,product containing sitagliptin,sitagliptin,,1,,7,1,,,,,,CHEMICAL,,class_change
153,27321385,7,vildagliptin product,vildagliptin,,2,,16,2,,,,,,CHEMICAL,,class_change
154,27321385,7,diabetes type 2,diabetes,,3,,25,3,,,,,,DISEASE,,class_change
155,27321385,7,product containing sitagliptin,sitagliptin,False,4,0.0015175248263403773,31,4,,,,,,CHEMICAL,0.0,class_change
156,27321385,8,product containing sitagliptin,sitagliptin,False,1,0.002202967880293727,20,1,,,,,,CHEMICAL,0,class_change
157,27321385,9,vildagliptin product,vildagliptin,,1,,8,1,,,,,,CHEMICAL,,class_change
158,27321385,9,product containing sitagliptin,sitagliptin,False,2,0.002518929773941636,22,2,,,,,,CHEMICAL,0.0,class_change
159,27321385,10,,,False,,,,,,,,,,,,
160,27321385,11,vildagliptin product,vildagliptin,,1,,7,1,,,,,,CHEMICAL,,class_change
161,27321385,11,product containing sitagliptin,sitagliptin,False,2,0.001083469484001398,27,2,,,,,,CHEMICAL,0.0,class_change
162,27321385,12,glucose blood,glucose,False,1,1.024900484480895e-06,9,1,,,,,,CHEMICAL,0,class_change
163,27321385,13,vildagliptin product,vildagliptin,False,1,0.00020585409947670996,13,1,,,,,,CHEMICAL,0,class_change
164,27321385,14,product containing sitagliptin,sitagliptin,,1,,1,1,,,,,,CHEMICAL,,class_change
165,27321385,14,vildagliptin product,vildagliptin,,2,,11,2,,,,,,CHEMICAL,,class_change
166,27321385,14,product containing sitagliptin,sitagliptin,False,3,9.934280387824401e-05,35,3,,,,,,CHEMICAL,0.0,class_change
167,27321385,15,,,False,,,,,,,,,,,,
168,24650952,0,,,False,,,,,,,,,,,,
169,24650952,1,,,False,,,,,,,,,,,,
170,24650952,3,lixisenatide product,lixisenatide,,1,,6,1,,,,,,CHEMICAL,,class_change
171,24650952,3,sulphonylurea,sulfonylurea,,2,,43,2,,,,,,CHEMICAL,,class_change
172,24650952,3,metformine,metformin,False,3,0.0,51,3,,,,,,CHEMICAL,0.0,class_change
173,24650952,4,,,False,,,,,,,,,,,,
174,24650952,5,,,False,,,,,,,,,,,,
175,24650952,7,,,False,,,,,,,,,,,,
176,24650952,8,,,False,,,,,,,,,,,,
177,24650952,9,,,False,,,,,,,,,,,,
178,24650952,10,,,False,,,,,,,,,,,,
179,24650952,11,,,False,,,,,,,,,,,,
180,24650952,12,,,False,,,,,,,,,,,,
181,24650952,13,,,False,,,,,,,,,,,,
182,24650952,14,,,False,,,,,,,,,,,,
183,24650952,15,lixisenatide product,lixisenatide,,1,,8,1,,,,,,CHEMICAL,,class_change
184,24650952,15,sulphonylurea,sulfonylurea,False,2,0.0,37,2,,,,,,CHEMICAL,0.0,class_change
185,24650952,16,lixisenatide product,lixisenatide,False,1,0.0030919834971427917,26,1,,,,,,CHEMICAL,0,class_change
186,24650952,17,,,False,,,,,,,,,,,,
187,24650952,18,lixisenatide product,lixisenatide,False,1,0.0016511580906808376,2,1,,,,,,CHEMICAL,0,class_change
188,24650952,19,lixisenatide product,lixisenatide,False,1,2.130324125289917,0,1,,,,,,CHEMICAL,0,class_change
189,24650952,20,lixisenatide product,lixisenatide,False,1,0.0005414839833974838,6,1,,,,,,CHEMICAL,0,class_change
190,24650952,21,lixisenatide product,lixisenatide,False,1,0.0003943858318962157,11,1,,,,,,CHEMICAL,0,class_change
191,24650952,22,lixisenatide product,lixisenatide,,1,,0,1,,,,,,CHEMICAL,,class_change
192,24650952,22,lixisenatide product,lixisenatide,False,2,0.00012393463111948222,51,2,,,,,,CHEMICAL,0.0,class_change
193,24650952,26,,,False,,,,,,,,,,,,
194,24650952,23,lixisenatide product,lixisenatide,,1,,5,1,,,,,,CHEMICAL,,class_change
195,24650952,23,loss weight,weight loss,False,2,0.0,47,2,,,,,,DISEASE,0.0,class_change
196,15842521,0,,,False,,,,,,,,,,,,
197,15842521,1,,,False,,,,,,,,,,,,
198,15842521,2,metformine,metformin,,1,,1,1,,,,,,CHEMICAL,,class_change
199,15842521,2,diabetes type 2,diabetes,False,2,2.149895954062231e-05,12,2,,,,,,DISEASE,0.0,class_change
200,15842521,3,metformine,metformin,False,1,6.64053950458765e-05,23,1,,,,,,CHEMICAL,0,class_change
201,15842521,4,,,False,,,,,,,,,,,,
202,15842521,5,metformine,metformin,,1,,8,1,,,,,,CHEMICAL,,class_change
203,15842521,5,gains weight,weight gain,,2,,12,2,,,,,,DISEASE,,class_change
204,15842521,5,diabetes type 2,diabetes,False,3,0.00015193034778349102,29,3,,,,,,DISEASE,0.0,class_change
205,15842521,6,diabetes type 2,diabetes,False,1,2.169849267374957e-06,6,1,,,,,,DISEASE,0,class_change
206,15842521,7,metformine,metformin,False,1,0.00024701206712052226,4,1,,,,,,CHEMICAL,0,class_change
207,15842521,8,,,False,,,,,,,,,,,,
208,15842521,9,metformine,metformin,,1,,6,1,,,,,,CHEMICAL,,class_change
209,15842521,9,gains weight,weight gain,False,2,0.0008131763897836208,13,2,,,,,,DISEASE,0.0,class_change
210,15842521,10,metformine,metformin,False,1,2.6042819172289455e-06,7,1,,,,,,CHEMICAL,0,class_change
211,15842521,11,metformine,metformin,,1,,2,1,,,,,,CHEMICAL,,class_change
212,15842521,11,gains weight,weight gain,,2,,6,2,,,,,,DISEASE,,class_change
213,15842521,11,diabetes type 2,diabetes,False,3,0.00011062209523515776,32,3,,,,,,DISEASE,0.0,class_change
214,15842521,12,,,False,,,,,,,,,,,,
215,28035868,0,,,False,,,,,,,,,,,,
216,28035868,1,,,False,,,,,,,,,,,,
217,28035868,3,product containing sitagliptin,sitagliptin,,1,,11,1,,,,,,CHEMICAL,,class_change
218,28035868,3,acarbose product,acarbose,False,2,0.0,30,2,,,,,,CHEMICAL,0.0,class_change
219,28035868,4,,,False,,,,,,,,,,,,
220,28035868,5,,,False,,,,,,,,,,,,
221,28035868,6,,,False,,,,,,,,,,,,
222,28035868,7,,,False,,,,,,,,,,,,
223,28035868,8,,,False,,,,,,,,,,,,
224,28035868,9,,,False,,,,,,,,,,,,
225,28035868,10,,,False,,,,,,,,,,,,
226,28035868,11,,,False,,,,,,,,,,,,
227,28035868,12,product containing sitagliptin,sitagliptin,,1,,9,1,,,,,,CHEMICAL,,class_change
228,28035868,12,acarbose product,acarbose,False,2,0.0,42,2,,,,,,CHEMICAL,0.0,class_change
229,28035868,13,,,False,,,,,,,,,,,,
230,28035868,14,acarbose product,acarbose,,1,,44,1,,,,,,CHEMICAL,,class_change
231,28035868,14,product containing sitagliptin,sitagliptin,False,2,0.004977283999323845,74,2,,,,,,CHEMICAL,0.0,class_change
232,28035868,15,,,False,,,,,,,,,,,,
233,28035868,16,,,False,,,,,,,,,,,,
234,28035868,17,product containing sitagliptin,sitagliptin,False,1,0.00038083031540736556,32,1,,,,,,CHEMICAL,0,class_change
235,28035868,18,product containing sitagliptin,sitagliptin,False,1,0.00017348697292618454,12,1,,,,,,CHEMICAL,0,class_change
236,28035868,19,product containing sitagliptin,sitagliptin,,1,,0,1,,,,,,CHEMICAL,,class_change
237,28035868,19,symptoms diarrhea,diarrhea,,2,,39,2,,,,,,DISEASE,,class_change
238,28035868,19,abdomen pain,abdominal pain,,3,,44,3,,,,,,DISEASE,,class_change
239,28035868,19,nauseas,nausea,,4,,47,4,,,,,,DISEASE,,class_change
240,28035868,19,symptoms vomiting,vomiting,True,5,0.5463434457778931,50,5,,,,,,DISEASE,2.0,class_change
241,28035868,20,product containing sitagliptin,sitagliptin,,1,,11,1,,,,,,CHEMICAL,,class_change
242,28035868,20,product containing sitagliptin,sitagliptin,False,2,0.00019020528998225927,41,2,,,,,,CHEMICAL,0.0,class_change
243,28035868,21,product containing sitagliptin,sitagliptin,,1,,2,1,,,,,,CHEMICAL,,class_change
244,28035868,21,acarbose product,acarbose,False,2,0.0,51,2,,,,,,CHEMICAL,0.0,class_change
245,28035868,23,,,False,,,,,,,,,,,,
246,18204830,0,,,False,,,,,,,,,,,,
247,18204830,1,,,False,,,,,,,,,,,,
248,18204830,3,insulin glargine human,glargine,,1,,21,1,,,,,,CHEMICAL,,class_change
249,18204830,3,diabetes type 2,diabetes,False,2,9.103055731429777e-08,45,2,,,,,,DISEASE,0.0,class_change
250,18204830,4,,,False,,,,,,,,,,,,
251,18204830,7,insulina detemir,detemir,,1,,43,1,,,,,,CHEMICAL,,class_change
252,18204830,7,glargine insulin,glargine,False,2,-1.4228887401657175e-08,49,2,,,,,,CHEMICAL,0.0,class_change
253,18204830,8,glargine insulin,glargine,True,1,0.008898699656128883,55,1,,,,,,CHEMICAL,1,class_change
254,18204830,9,glucose levels plasma,glucose,False,1,-7.575820859528903e-09,15,1,,,,,,CHEMICAL,0,class_change
255,18204830,10,glargine insulin,glargine,False,1,1.2253696723973917e-08,8,1,,,,,,CHEMICAL,0,class_change
256,18204830,11,insulina detemir,detemir,,1,,27,1,,,,,,CHEMICAL,,class_change
257,18204830,11,glargine insulin,glargine,True,2,0.036387860774993896,33,2,,,,,,CHEMICAL,2.0,class_change
258,18204830,12,,,False,,,,,,,,,,,,
259,18204830,13,insulina detemir,detemir,False,1,0.0007412365521304309,1,1,,,,,,CHEMICAL,0,class_change
260,18204830,14,glargine insulin,glargine,False,1,0.0004056513134855777,32,1,,,,,,CHEMICAL,0,class_change
261,18204830,15,nocturnal hypoglycemia,nocturnal hypoglycaemia,False,1,4.980320682079764e-06,30,1,,,,,,DISEASE,0,class_change
262,18204830,16,gains weight,weight gain,,1,,3,1,,,,,,DISEASE,,class_change
263,18204830,16,insulina detemir,detemir,,2,,8,2,,,,,,CHEMICAL,,class_change
264,18204830,16,glargine insulin,glargine,False,3,0.0019304066663607955,14,3,,,,,,CHEMICAL,0.0,class_change
265,18204830,17,glargine insulin,glargine,False,1,0.00019089225679636002,39,1,,,,,,CHEMICAL,0,class_change
266,18204830,18,insulina detemir,detemir,False,1,0.00012553167471196502,7,1,,,,,,CHEMICAL,0,class_change
267,18204830,19,glargine insulin,glargine,False,1,4.714960232377052e-05,14,1,,,,,,CHEMICAL,0,class_change
268,18204830,20,gains weight,weight gain,False,1,0.0,24,1,,,,,,DISEASE,0,class_change
269,18204830,21,,,False,,,,,,,,,,,,
270,18761646,0,,,False,,,,,,,,,,,,
271,18761646,1,,,False,,,,,,,,,,,,
272,18761646,2,,,False,,,,,,,,,,,,
273,18761646,3,metformine,metformin,False,1,7.548565190518275e-05,8,1,,,,,,CHEMICAL,0,class_change
274,18761646,4,,,False,,,,,,,,,,,,
275,18761646,5,t2dm - diabetes mellitus type 2,diabetes mellitus,False,1,0.0006104599451646209,44,1,,,,,,DISEASE,0,class_change
276,18761646,6,,,False,,,,,,,,,,,,
277,18761646,7,,,False,,,,,,,,,,,,
278,18761646,8,,,False,,,,,,,,,,,,
279,18761646,9,,,False,,,,,,,,,,,,
280,18761646,10,,,False,,,,,,,,,,,,
281,18761646,11,,,False,,,,,,,,,,,,
282,18761646,12,,,False,,,,,,,,,,,,
283,18761646,13,,,False,,,,,,,,,,,,
284,18761646,14,,,False,,,,,,,,,,,,
285,21114605,0,,,False,,,,,,,,,,,,
286,21114605,1,,,False,,,,,,,,,,,,
287,21114605,2,linagliptin product,linagliptin,,1,,4,1,,,,,,CHEMICAL,,class_change
288,21114605,2,metformine,metformin,,2,,15,2,,,,,,CHEMICAL,,class_change
289,21114605,2,diabetes type 2,diabetes,False,3,0.00012298696674406528,23,3,,,,,,DISEASE,0.0,class_change
290,21114605,3,,,False,,,,,,,,,,,,
291,21114605,4,,,False,,,,,,,,,,,,
292,21114605,7,linagliptin product,linagliptin,,1,,30,1,,,,,,CHEMICAL,,class_change
293,21114605,7,metformine,metformin,False,2,0.00024501094594597816,42,2,,,,,,CHEMICAL,0.0,class_change
294,21114605,8,,,False,,,,,,,,,,,,
295,21114605,9,metformine,metformin,,1,,17,1,,,,,,CHEMICAL,,class_change
296,21114605,9,linagliptin product,linagliptin,False,2,0.00033250992419198155,69,2,,,,,,CHEMICAL,0.0,class_change
297,21114605,10,,,False,,,,,,,,,,,,
298,21114605,11,,,False,,,,,,,,,,,,
299,21114605,12,linagliptin product,linagliptin,True,1,0.0006392653449438512,0,1,,,,,,CHEMICAL,1,class_change
300,21114605,13,linagliptin product,linagliptin,False,1,8.802806405583397e-05,21,1,,,,,,CHEMICAL,0,class_change
301,21114605,14,linagliptin product,linagliptin,False,1,9.612282156012952e-05,25,1,,,,,,CHEMICAL,0,class_change
302,21114605,15,linagliptin product,linagliptin,,1,,5,1,,,,,,CHEMICAL,,class_change
303,21114605,15,metformine,metformin,,2,,24,2,,,,,,CHEMICAL,,class_change
304,21114605,15,gains weight,weight gain,False,3,2.123040030710399e-05,44,3,,,,,,DISEASE,0.0,class_change
305,21114605,16,,,False,,,,,,,,,,,,
306,22313154,0,,,False,,,,,,,,,,,,
307,22313154,1,,,False,,,,,,,,,,,,
308,22313154,3,saxagliptin product,saxagliptin,,1,,2,1,,,,,,CHEMICAL,,class_change
309,22313154,3,diabetes type 2,diabetes,,2,,19,2,,,,,,DISEASE,,class_change
310,22313154,3,metformine,metformin,False,3,6.681685590592679e-06,27,3,,,,,,CHEMICAL,0.0,class_change
311,22313154,4,,,False,,,,,,,,,,,,
312,22313154,5,saxagliptin product,saxagliptin,,1,,20,1,,,,,,CHEMICAL,,class_change
313,22313154,5,metformine,metformin,False,2,1.1288706446066499e-05,54,2,,,,,,CHEMICAL,0.0,class_change
314,22313154,6,metformine,metformin,,1,,48,1,,,,,,CHEMICAL,,class_change
315,22313154,6,saxagliptin product,saxagliptin,False,2,0.003152507822960615,60,2,,,,,,CHEMICAL,0.0,class_change
316,22313154,7,,,False,,,,,,,,,,,,
317,22313154,8,,,False,,,,,,,,,,,,
318,22313154,9,metformine,metformin,False,1,1.7041020328179002e-06,0,1,,,,,,CHEMICAL,0,class_change
319,22313154,10,,,False,,,,,,,,,,,,
320,22313154,11,saxagliptin product,saxagliptin,False,1,9.679312643129379e-05,5,1,,,,,,CHEMICAL,0,class_change
321,22313154,12,saxagliptin product,saxagliptin,,1,,2,1,,,,,,CHEMICAL,,class_change
322,22313154,12,metformine,metformin,False,2,6.525850767502561e-05,28,2,,,,,,CHEMICAL,0.0,class_change
323,22313154,13,saxagliptin product,saxagliptin,,1,,13,1,,,,,,CHEMICAL,,class_change
324,22313154,13,saxagliptin product,saxagliptin,False,2,0.0002640708989929408,51,2,,,,,,CHEMICAL,0.0,class_change
325,22313154,14,saxagliptin product,saxagliptin,False,1,0.0004999965894967318,16,1,,,,,,CHEMICAL,0,class_change
326,22313154,15,saxagliptin product,saxagliptin,False,1,0.0001244759769178927,22,1,,,,,,CHEMICAL,0,class_change
327,22313154,16,infection of urinary tract,urinary tract infection,,1,,12,1,,,,,,DISEASE,,class_change
328,22313154,16,saxagliptin product,saxagliptin,,2,,19,2,,,,,,CHEMICAL,,class_change
