,abstract_id,sentence_index,synonym_tokens,original_tokens,attack_successful,num_changed,divergence,token_index,num_queries,changed_sentences,num_entities_changed,synonym_prob,semantic_sim,attack_type,type,num_changes_in_pred,comp_mode,num_entites_changed
27,28345162,3,insulin glargine human,glargine,False,3,15.308271408081055,32,3,[],,,,,CHEMICAL,,,0.0
28,28345162,4,,,False,,,,,,,,,,,,,
29,28345162,5,,,False,,,,,,,,,,,,,
30,28345162,6,,,False,,,,,,,,,,,,,
31,28345162,7,,,False,,,,,,,,,,,,,
32,28345162,8,,,False,,,,,,,,,,,,,
33,28345162,9,,,False,,,,,,,,,,,,,
34,28345162,10,lixisenatide product,lixisenatide,,1,,12,1,,,,,,CHEMICAL,,,
35,28345162,10,product containing sitagliptin,sitagliptin,,2,,21,2,,,,,,CHEMICAL,,,
36,28345162,10,insulin glargine human,glargine,False,3,7.014267921447754,38,3,[],,,,,CHEMICAL,,,0.0
37,28345162,11,lixisenatide product,lixisenatide,,1,,43,1,,,,,,CHEMICAL,,,
38,28345162,11,product containing sitagliptin,sitagliptin,True,2,2.685710906982422,76,2,[16],,,,,CHEMICAL,,,3.0
39,28345162,12,,,False,,,,,,,,,,,,,
40,28345162,13,lixisenatide product,lixisenatide,,1,,2,1,,,,,,CHEMICAL,,,
41,28345162,13,product containing sitagliptin,sitagliptin,,2,,20,2,,,,,,CHEMICAL,,,
42,28345162,13,lixisenatide product,lixisenatide,,3,,75,3,,,,,,CHEMICAL,,,
43,28345162,13,product containing sitagliptin,sitagliptin,False,4,36.96842956542969,106,4,[],,,,,CHEMICAL,,,0.0
44,28345162,14,lixisenatide product,lixisenatide,,1,,0,1,,,,,,CHEMICAL,,,
45,28345162,14,product containing sitagliptin,sitagliptin,True,2,27.057586669921875,20,2,[14],,,,,CHEMICAL,,,1.0
46,28345162,15,lixisenatide product,lixisenatide,,1,,34,1,,,,,,CHEMICAL,,,
47,28345162,15,product containing sitagliptin,sitagliptin,False,2,24.693206787109375,43,2,[],,,,,CHEMICAL,,,0.0
48,28345162,16,lixisenatide product,lixisenatide,,1,,12,1,,,,,,CHEMICAL,,,
49,28345162,16,product containing sitagliptin,sitagliptin,False,2,23.750720977783203,26,2,[],,,,,CHEMICAL,,,0.0
50,28345162,17,lixisenatide product,lixisenatide,,1,,2,1,,,,,,CHEMICAL,,,
51,28345162,17,product containing sitagliptin,sitagliptin,,2,,14,2,,,,,,CHEMICAL,,,
52,28345162,17,insulin glargine human,glargine,False,3,10.020715713500977,29,3,[],,,,,CHEMICAL,,,0.0
53,28345162,19,,,False,,,,,,,,,,,,,
54,19108786,0,,,False,,,,,,,,,,,,,
55,19108786,1,,,False,,,,,,,,,,,,,
56,19108786,2,insulin glargine human,glargine,,1,,34,1,,,,,,CHEMICAL,,,
57,19108786,2,aspart insulin,aspart,,2,,51,2,,,,,,CHEMICAL,,,
58,19108786,2,diabetes type 2,diabetes,False,3,7.756130218505859,59,3,[],,,,,DISEASE,,,0.0
59,19108786,3,,,False,,,,,,,,,,,,,
60,19108786,4,,,False,,,,,,,,,,,,,
61,19108786,9,insulina detemir,detemir,,1,,15,1,,,,,,CHEMICAL,,,
62,19108786,9,glargine insulin,glargine,False,2,6.985211372375488,21,2,[],,,,,CHEMICAL,,,0.0
63,19108786,10,,,False,,,,,,,,,,,,,
64,19108786,11,glargine insulin,glargine,False,1,2.22774600982666,49,1,[],,,,,CHEMICAL,,,0.0
65,19108786,12,insulina detemir,detemir,,1,,6,1,,,,,,CHEMICAL,,,
66,19108786,12,glargine insulin,glargine,True,2,2.8105831146240234,20,2,[None],,,,,CHEMICAL,,,2.0
67,19108786,13,aspart insulin,aspart,False,1,0.1637844294309616,1,1,[],,,,,CHEMICAL,,,0.0
68,19108786,14,,,False,,,,,,,,,,,,,
69,19108786,15,insulina detemir,detemir,,1,,2,1,,,,,,CHEMICAL,,,
70,19108786,15,glargine insulin,glargine,True,2,10.71082878112793,8,2,"[20, 18]",,,,,CHEMICAL,,,2.0
71,19108786,16,glucose levels plasma,glucose,,1,,4,1,,,,,,CHEMICAL,,,
72,19108786,16,glucose levels plasma,glucose,True,2,8.632756233215332,43,2,[20],,,,,CHEMICAL,,,0.0
73,19108786,17,,,False,,,,,,,,,,,,,
74,19108786,18,,,False,,,,,,,,,,,,,
75,19108786,19,,,False,,,,,,,,,,,,,
76,19108786,20,,,False,,,,,,,,,,,,,
77,19108786,21,insulina detemir,detemir,,1,,10,1,,,,,,CHEMICAL,,,
78,19108786,21,glargine insulin,glargine,True,2,3.484712839126587,16,2,[23],,,,,CHEMICAL,,,2.0
79,19108786,32,,,False,,,,,,,,,,,,,
80,19108786,22,insulina detemir,detemir,False,1,11.335695266723633,15,1,[],,,,,CHEMICAL,,,0.0
81,19108786,23,,,False,,,,,,,,,,,,,
82,19108786,25,gains weight,weight gain,,1,,1,1,,,,,,DISEASE,,,
83,19108786,25,insulina detemir,detemir,,2,,10,2,,,,,,CHEMICAL,,,
84,19108786,25,glargine insulin,glargine,True,3,9.582988739013672,17,3,[28],,,,,CHEMICAL,,,4.0
85,19108786,26,,,False,,,,,,,,,,,,,
86,19108786,27,hypoglycaemic,hypoglycemic,True,1,4.5710248947143555,1,1,[30],,,,,DISEASE,,,1.0
87,19108786,28,,,False,,,,,,,,,,,,,
88,19108786,29,,,False,,,,,,,,,,,,,
89,19108786,30,insulina detemir,detemir,,1,,36,1,,,,,,CHEMICAL,,,
90,19108786,30,glargine insulin,glargine,False,2,2.055896043777466,47,2,[],,,,,CHEMICAL,,,0.0
91,19108786,31,,,False,,,,,,,,,,,,,
92,19108786,33,,,False,,,,,,,,,,,,,
93,27650977,0,,,False,,,,,,,,,,,,,
94,27650977,1,,,False,,,,,,,,,,,,,
95,27650977,3,lixisenatide product,lixisenatide,,1,,23,1,,,,,,CHEMICAL,,,
96,27650977,3,diabetes type 2,diabetes,,2,,32,2,,,,,,DISEASE,,,
97,27650977,3,metformine,metformin,True,3,9.88569450378418,40,3,[4],,,,,CHEMICAL,,,2.0
98,27650977,4,,,False,,,,,,,,,,,,,
99,27650977,6,,,False,,,,,,,,,,,,,
100,27650977,7,,,False,,,,,,,,,,,,,
101,27650977,8,,,False,,,,,,,,,,,,,
102,27650977,9,,,False,,,,,,,,,,,,,
103,27650977,10,,,False,,,,,,,,,,,,,
104,27650977,11,,,False,,,,,,,,,,,,,
105,27650977,12,,,False,,,,,,,,,,,,,
106,27650977,13,,,False,,,,,,,,,,,,,
107,27650977,14,,,False,,,,,,,,,,,,,
108,27650977,15,,,False,,,,,,,,,,,,,
109,27650977,18,insulin glargine human,glargine,,1,,37,1,,,,,,CHEMICAL,,,
110,27650977,18,lixisenatide product,lixisenatide,False,2,14.760786056518555,52,2,[],,,,,CHEMICAL,,,0.0
111,27650977,19,metformine,metformin,False,1,0.008749730885028839,36,1,[],,,,,CHEMICAL,,,0.0
112,27650977,20,,,False,,,,,,,,,,,,,
113,27650977,21,,,False,,,,,,,,,,,,,
114,27650977,22,,,False,,,,,,,,,,,,,
115,27650977,23,,,False,,,,,,,,,,,,,
116,27650977,24,,,False,,,,,,,,,,,,,
117,27650977,25,,,False,,,,,,,,,,,,,
118,27650977,26,,,False,,,,,,,,,,,,,
119,27650977,27,diabetes type 2,diabetes,False,1,0.19458886981010437,71,1,[],,,,,DISEASE,,,0.0
120,27650977,29,,,False,,,,,,,,,,,,,
121,14706058,0,,,False,,,,,,,,,,,,,
122,14706058,1,,,False,,,,,,,,,,,,,
123,14706058,2,diazoxide product,diazoxide,,1,,5,1,,,,,,CHEMICAL,,,
124,14706058,2,diabetes type 2,diabetes,False,2,26.5916748046875,22,2,[],,,,,DISEASE,,,0.0
125,14706058,3,,,False,,,,,,,,,,,,,
126,14706058,6,diazoxide product,diazoxide,,1,,10,1,,,,,,CHEMICAL,,,
127,14706058,6,diabetes type 2,diabetes,True,2,23.728179931640625,27,2,[8],,,,,DISEASE,,,2.0
128,14706058,7,metformine,metformin,False,1,0.02443401888012886,34,1,[],,,,,CHEMICAL,,,0.0
129,14706058,8,diazoxide product,diazoxide,False,1,18.795166015625,5,1,[],,,,,CHEMICAL,,,0.0
130,14706058,10,diazoxide product,diazoxide,False,1,16.48139762878418,7,1,[],,,,,CHEMICAL,,,0.0
131,14706058,11,diazoxide product,diazoxide,False,1,15.59219741821289,2,1,[],,,,,CHEMICAL,,,0.0
132,14706058,12,,,False,,,,,,,,,,,,,
133,14706058,13,diazoxide product,diazoxide,False,1,8.99152660369873,19,1,[],,,,,CHEMICAL,,,0.0
134,14706058,14,diazoxide product,diazoxide,False,1,6.923831939697266,2,1,[],,,,,CHEMICAL,,,0.0
135,14706058,15,diazoxide product,diazoxide,False,1,3.0175576210021973,29,1,[],,,,,CHEMICAL,,,0.0
136,14706058,16,diazoxide product,diazoxide,,1,,6,1,,,,,,CHEMICAL,,,
137,14706058,16,metformine,metformin,False,2,10.896345138549805,21,2,[],,,,,CHEMICAL,,,0.0
138,14706058,17,,,False,,,,,,,,,,,,,
139,27321385,0,,,False,,,,,,,,,,,,,
140,27321385,1,,,False,,,,,,,,,,,,,
141,27321385,3,vildagliptin product,vildagliptin,,1,,3,1,,,,,,CHEMICAL,,,
142,27321385,3,product containing sitagliptin,sitagliptin,,2,,10,2,,,,,,CHEMICAL,,,
143,27321385,3,t2dm - diabetes mellitus type 2,diabetes mellitus,True,3,25.69948959350586,26,3,[4],,,,,DISEASE,,,3.0
144,27321385,4,,,False,,,,,,,,,,,,,
145,27321385,5,vildagliptin product,vildagliptin,,1,,12,1,,,,,,CHEMICAL,,,
146,27321385,5,product containing sitagliptin,sitagliptin,,2,,19,2,,,,,,CHEMICAL,,,
147,27321385,5,t2dm - diabetes mellitus type 2,diabetes mellitus,False,3,16.192150115966797,33,3,[],,,,,DISEASE,,,0.0
148,27321385,6,product containing sitagliptin,sitagliptin,,1,,5,1,,,,,,CHEMICAL,,,
149,27321385,6,product containing sitagliptin,sitagliptin,,2,,18,2,,,,,,CHEMICAL,,,
150,27321385,6,vildagliptin product,vildagliptin,,3,,27,3,,,,,,CHEMICAL,,,
151,27321385,6,glucose blood,glucose,False,4,13.83645248413086,36,4,[],,,,,CHEMICAL,,,0.0
152,27321385,7,product containing sitagliptin,sitagliptin,,1,,7,1,,,,,,CHEMICAL,,,
153,27321385,7,vildagliptin product,vildagliptin,,2,,16,2,,,,,,CHEMICAL,,,
154,27321385,7,diabetes type 2,diabetes,,3,,25,3,,,,,,DISEASE,,,
155,27321385,7,product containing sitagliptin,sitagliptin,False,4,11.858322143554688,31,4,[],,,,,CHEMICAL,,,0.0
156,27321385,8,product containing sitagliptin,sitagliptin,True,1,6.762331008911133,20,1,[9],,,,,CHEMICAL,,,1.0
157,27321385,9,vildagliptin product,vildagliptin,,1,,8,1,,,,,,CHEMICAL,,,
158,27321385,9,product containing sitagliptin,sitagliptin,True,2,4.664737701416016,22,2,[10],,,,,CHEMICAL,,,2.0
159,27321385,10,,,False,,,,,,,,,,,,,
160,27321385,11,vildagliptin product,vildagliptin,,1,,7,1,,,,,,CHEMICAL,,,
161,27321385,11,product containing sitagliptin,sitagliptin,False,2,22.309511184692383,27,2,[],,,,,CHEMICAL,,,0.0
162,27321385,12,glucose blood,glucose,False,1,0.07999198138713837,9,1,[],,,,,CHEMICAL,,,0.0
163,27321385,13,vildagliptin product,vildagliptin,False,1,11.050668716430664,13,1,[],,,,,CHEMICAL,,,0.0
164,27321385,14,product containing sitagliptin,sitagliptin,,1,,1,1,,,,,,CHEMICAL,,,
165,27321385,14,vildagliptin product,vildagliptin,,2,,11,2,,,,,,CHEMICAL,,,
166,27321385,14,product containing sitagliptin,sitagliptin,False,3,9.953933715820312,35,3,[],,,,,CHEMICAL,,,0.0
167,27321385,15,,,False,,,,,,,,,,,,,
168,24650952,0,,,False,,,,,,,,,,,,,
169,24650952,1,,,False,,,,,,,,,,,,,
170,24650952,3,lixisenatide product,lixisenatide,,1,,6,1,,,,,,CHEMICAL,,,
171,24650952,3,sulphonylurea,sulfonylurea,,2,,43,2,,,,,,CHEMICAL,,,
172,24650952,3,metformine,metformin,False,3,7.259396076202393,51,3,[],,,,,CHEMICAL,,,0.0
173,24650952,4,,,False,,,,,,,,,,,,,
174,24650952,5,,,False,,,,,,,,,,,,,
175,24650952,7,,,False,,,,,,,,,,,,,
176,24650952,8,,,False,,,,,,,,,,,,,
177,24650952,9,,,False,,,,,,,,,,,,,
178,24650952,10,,,False,,,,,,,,,,,,,
179,24650952,11,,,False,,,,,,,,,,,,,
180,24650952,12,,,False,,,,,,,,,,,,,
181,24650952,13,,,False,,,,,,,,,,,,,
182,24650952,14,,,False,,,,,,,,,,,,,
183,24650952,15,lixisenatide product,lixisenatide,,1,,8,1,,,,,,CHEMICAL,,,
184,24650952,15,sulphonylurea,sulfonylurea,False,2,0.851304292678833,37,2,[],,,,,CHEMICAL,,,0.0
185,24650952,16,lixisenatide product,lixisenatide,False,1,16.843965530395508,26,1,[],,,,,CHEMICAL,,,0.0
186,24650952,17,,,False,,,,,,,,,,,,,
187,24650952,18,lixisenatide product,lixisenatide,False,1,15.032970428466797,2,1,[],,,,,CHEMICAL,,,0.0
188,24650952,19,lixisenatide product,lixisenatide,True,1,9.84798812866211,0,1,[20],,,,,CHEMICAL,,,1.0
189,24650952,20,lixisenatide product,lixisenatide,False,1,8.416594505310059,6,1,[],,,,,CHEMICAL,,,0.0
190,24650952,21,lixisenatide product,lixisenatide,False,1,3.7457966804504395,11,1,[],,,,,CHEMICAL,,,0.0
191,24650952,22,lixisenatide product,lixisenatide,,1,,0,1,,,,,,CHEMICAL,,,
192,24650952,22,lixisenatide product,lixisenatide,False,2,2.549072027206421,51,2,[],,,,,CHEMICAL,,,0.0
193,24650952,26,,,False,,,,,,,,,,,,,
194,24650952,23,lixisenatide product,lixisenatide,,1,,5,1,,,,,,CHEMICAL,,,
195,24650952,23,loss weight,weight loss,False,2,5.781013011932373,47,2,[],,,,,DISEASE,,,0.0
196,15842521,0,,,False,,,,,,,,,,,,,
197,15842521,1,,,False,,,,,,,,,,,,,
198,15842521,2,metformine,metformin,,1,,1,1,,,,,,CHEMICAL,,,
199,15842521,2,diabetes type 2,diabetes,False,2,0.08393288403749466,12,2,[],,,,,DISEASE,,,0.0
200,15842521,3,metformine,metformin,False,1,0.03742753714323044,23,1,[],,,,,CHEMICAL,,,0.0
201,15842521,4,,,False,,,,,,,,,,,,,
202,15842521,5,metformine,metformin,,1,,8,1,,,,,,CHEMICAL,,,
203,15842521,5,gains weight,weight gain,,2,,12,2,,,,,,DISEASE,,,
204,15842521,5,diabetes type 2,diabetes,True,3,11.427743911743164,29,3,[5],,,,,DISEASE,,,2.0
205,15842521,6,diabetes type 2,diabetes,False,1,0.29374098777770996,6,1,[],,,,,DISEASE,,,0.0
206,15842521,7,metformine,metformin,False,1,0.05690334737300873,4,1,[],,,,,CHEMICAL,,,0.0
207,15842521,8,,,False,,,,,,,,,,,,,
208,15842521,9,metformine,metformin,,1,,6,1,,,,,,CHEMICAL,,,
209,15842521,9,gains weight,weight gain,False,2,24.84452247619629,13,2,[],,,,,DISEASE,,,0.0
210,15842521,10,metformine,metformin,False,1,0.047391101717948914,7,1,[],,,,,CHEMICAL,,,0.0
211,15842521,11,metformine,metformin,,1,,2,1,,,,,,CHEMICAL,,,
212,15842521,11,gains weight,weight gain,,2,,6,2,,,,,,DISEASE,,,
213,15842521,11,diabetes type 2,diabetes,False,3,3.2332143783569336,32,3,[],,,,,DISEASE,,,0.0
214,15842521,12,,,False,,,,,,,,,,,,,
215,28035868,0,,,False,,,,,,,,,,,,,
216,28035868,1,,,False,,,,,,,,,,,,,
217,28035868,3,product containing sitagliptin,sitagliptin,,1,,11,1,,,,,,CHEMICAL,,,
218,28035868,3,acarbose product,acarbose,False,2,14.29178524017334,30,2,[],,,,,CHEMICAL,,,0.0
219,28035868,4,,,False,,,,,,,,,,,,,
220,28035868,5,,,False,,,,,,,,,,,,,
221,28035868,6,,,False,,,,,,,,,,,,,
222,28035868,7,,,False,,,,,,,,,,,,,
223,28035868,8,,,False,,,,,,,,,,,,,
224,28035868,9,,,False,,,,,,,,,,,,,
225,28035868,10,,,False,,,,,,,,,,,,,
226,28035868,11,,,False,,,,,,,,,,,,,
227,28035868,12,product containing sitagliptin,sitagliptin,,1,,9,1,,,,,,CHEMICAL,,,
228,28035868,12,acarbose product,acarbose,False,2,2.97186279296875,42,2,[],,,,,CHEMICAL,,,0.0
229,28035868,13,,,False,,,,,,,,,,,,,
230,28035868,14,acarbose product,acarbose,,1,,44,1,,,,,,CHEMICAL,,,
231,28035868,14,product containing sitagliptin,sitagliptin,False,2,19.500080108642578,74,2,[],,,,,CHEMICAL,,,0.0
232,28035868,15,,,False,,,,,,,,,,,,,
233,28035868,16,,,False,,,,,,,,,,,,,
234,28035868,17,product containing sitagliptin,sitagliptin,False,1,9.187500953674316,32,1,[],,,,,CHEMICAL,,,0.0
235,28035868,18,product containing sitagliptin,sitagliptin,False,1,5.6681318283081055,12,1,[],,,,,CHEMICAL,,,0.0
236,28035868,19,product containing sitagliptin,sitagliptin,,1,,0,1,,,,,,CHEMICAL,,,
237,28035868,19,symptoms diarrhea,diarrhea,,2,,39,2,,,,,,DISEASE,,,
238,28035868,19,abdomen pain,abdominal pain,,3,,44,3,,,,,,DISEASE,,,
239,28035868,19,nauseas,nausea,,4,,47,4,,,,,,DISEASE,,,
240,28035868,19,symptoms vomiting,vomiting,True,5,5.387724876403809,50,5,[19],,,,,DISEASE,,,1.0
241,28035868,20,product containing sitagliptin,sitagliptin,,1,,11,1,,,,,,CHEMICAL,,,
242,28035868,20,product containing sitagliptin,sitagliptin,False,2,2.6477432250976562,41,2,[],,,,,CHEMICAL,,,0.0
243,28035868,21,product containing sitagliptin,sitagliptin,,1,,2,1,,,,,,CHEMICAL,,,
244,28035868,21,acarbose product,acarbose,False,2,6.385082244873047,51,2,[],,,,,CHEMICAL,,,2.0
245,28035868,23,,,False,,,,,,,,,,,,,
246,18204830,0,,,False,,,,,,,,,,,,,
247,18204830,1,,,False,,,,,,,,,,,,,
248,18204830,3,insulin glargine human,glargine,,1,,21,1,,,,,,CHEMICAL,,,
249,18204830,3,diabetes type 2,diabetes,True,2,10.622806549072266,45,2,[4],,,,,DISEASE,,,1.0
250,18204830,4,,,False,,,,,,,,,,,,,
251,18204830,7,insulina detemir,detemir,,1,,43,1,,,,,,CHEMICAL,,,
252,18204830,7,glargine insulin,glargine,False,2,6.791449546813965,49,2,[],,,,,CHEMICAL,,,0.0
253,18204830,8,glargine insulin,glargine,True,1,2.5401480197906494,55,1,[None],,,,,CHEMICAL,,,1.0
254,18204830,9,glucose levels plasma,glucose,False,1,1.2956557273864746,15,1,[],,,,,CHEMICAL,,,0.0
255,18204830,10,glargine insulin,glargine,False,1,0.3826579749584198,8,1,[],,,,,CHEMICAL,,,0.0
256,18204830,11,insulina detemir,detemir,,1,,27,1,,,,,,CHEMICAL,,,
257,18204830,11,glargine insulin,glargine,True,2,19.43628692626953,33,2,[13],,,,,CHEMICAL,,,4.0
258,18204830,12,,,False,,,,,,,,,,,,,
259,18204830,13,insulina detemir,detemir,False,1,15.271927833557129,1,1,[],,,,,CHEMICAL,,,0.0
260,18204830,14,glargine insulin,glargine,False,1,10.79970932006836,32,1,[],,,,,CHEMICAL,,,0.0
261,18204830,15,nocturnal hypoglycemia,nocturnal hypoglycaemia,False,1,0.030943579971790314,30,1,[],,,,,DISEASE,,,0.0
262,18204830,16,gains weight,weight gain,,1,,3,1,,,,,,DISEASE,,,
263,18204830,16,insulina detemir,detemir,,2,,8,2,,,,,,CHEMICAL,,,
264,18204830,16,glargine insulin,glargine,True,3,11.083047866821289,14,3,[18],,,,,CHEMICAL,,,2.0
265,18204830,17,glargine insulin,glargine,False,1,3.096024751663208,39,1,[],,,,,CHEMICAL,,,0.0
266,18204830,18,insulina detemir,detemir,False,1,2.940408229827881,7,1,[],,,,,CHEMICAL,,,0.0
267,18204830,19,glargine insulin,glargine,False,1,0.6186724901199341,14,1,[],,,,,CHEMICAL,,,0.0
268,18204830,20,gains weight,weight gain,True,1,0.19533410668373108,24,1,[21],,,,,DISEASE,,,1.0
269,18204830,21,,,False,,,,,,,,,,,,,
270,18761646,0,,,False,,,,,,,,,,,,,
271,18761646,1,,,False,,,,,,,,,,,,,
272,18761646,2,,,False,,,,,,,,,,,,,
273,18761646,3,metformine,metformin,False,1,0.013224732130765915,8,1,[],,,,,CHEMICAL,,,0.0
274,18761646,4,,,False,,,,,,,,,,,,,
275,18761646,5,t2dm - diabetes mellitus type 2,diabetes mellitus,True,1,13.222320556640625,44,1,[5],,,,,DISEASE,,,2.0
276,18761646,6,,,False,,,,,,,,,,,,,
277,18761646,7,,,False,,,,,,,,,,,,,
278,18761646,8,,,False,,,,,,,,,,,,,
279,18761646,9,,,False,,,,,,,,,,,,,
280,18761646,10,,,False,,,,,,,,,,,,,
281,18761646,11,,,False,,,,,,,,,,,,,
282,18761646,12,,,False,,,,,,,,,,,,,
283,18761646,13,,,False,,,,,,,,,,,,,
284,18761646,14,,,False,,,,,,,,,,,,,
285,21114605,0,,,False,,,,,,,,,,,,,
286,21114605,1,,,False,,,,,,,,,,,,,
287,21114605,2,linagliptin product,linagliptin,,1,,4,1,,,,,,CHEMICAL,,,
288,21114605,2,metformine,metformin,,2,,15,2,,,,,,CHEMICAL,,,
289,21114605,2,diabetes type 2,diabetes,True,3,17.616455078125,23,3,[2],,,,,DISEASE,,,2.0
290,21114605,3,,,False,,,,,,,,,,,,,
291,21114605,4,,,False,,,,,,,,,,,,,
292,21114605,7,linagliptin product,linagliptin,,1,,30,1,,,,,,CHEMICAL,,,
293,21114605,7,metformine,metformin,False,2,11.39461898803711,42,2,[],,,,,CHEMICAL,,,0.0
294,21114605,8,,,False,,,,,,,,,,,,,
295,21114605,9,metformine,metformin,,1,,17,1,,,,,,CHEMICAL,,,
296,21114605,9,linagliptin product,linagliptin,False,2,5.992856025695801,69,2,[],,,,,CHEMICAL,,,0.0
297,21114605,10,,,False,,,,,,,,,,,,,
298,21114605,11,,,False,,,,,,,,,,,,,
299,21114605,12,linagliptin product,linagliptin,False,1,20.153301239013672,0,1,[],,,,,CHEMICAL,,,0.0
300,21114605,13,linagliptin product,linagliptin,False,1,12.173378944396973,21,1,[],,,,,CHEMICAL,,,0.0
301,21114605,14,linagliptin product,linagliptin,False,1,7.137682914733887,25,1,[],,,,,CHEMICAL,,,0.0
302,21114605,15,linagliptin product,linagliptin,,1,,5,1,,,,,,CHEMICAL,,,
303,21114605,15,metformine,metformin,,2,,24,2,,,,,,CHEMICAL,,,
304,21114605,15,gains weight,weight gain,False,3,7.380969524383545,44,3,[],,,,,DISEASE,,,0.0
305,21114605,16,,,False,,,,,,,,,,,,,
306,22313154,0,,,False,,,,,,,,,,,,,
307,22313154,1,,,False,,,,,,,,,,,,,
308,22313154,3,saxagliptin product,saxagliptin,,1,,2,1,,,,,,CHEMICAL,,,
309,22313154,3,diabetes type 2,diabetes,,2,,19,2,,,,,,DISEASE,,,
310,22313154,3,metformine,metformin,True,3,9.516653060913086,27,3,[4],,,,,CHEMICAL,,,3.0
311,22313154,4,,,False,,,,,,,,,,,,,
312,22313154,5,saxagliptin product,saxagliptin,,1,,20,1,,,,,,CHEMICAL,,,
313,22313154,5,metformine,metformin,False,2,5.901885032653809,54,2,[],,,,,CHEMICAL,,,0.0
314,22313154,6,metformine,metformin,,1,,48,1,,,,,,CHEMICAL,,,
315,22313154,6,saxagliptin product,saxagliptin,False,2,2.8208656311035156,60,2,[],,,,,CHEMICAL,,,0.0
316,22313154,7,,,False,,,,,,,,,,,,,
317,22313154,8,,,False,,,,,,,,,,,,,
318,22313154,9,metformine,metformin,False,1,0.020996134728193283,0,1,[],,,,,CHEMICAL,,,0.0
319,22313154,10,,,False,,,,,,,,,,,,,
320,22313154,11,saxagliptin product,saxagliptin,False,1,16.49222755432129,5,1,[],,,,,CHEMICAL,,,0.0
321,22313154,12,saxagliptin product,saxagliptin,,1,,2,1,,,,,,CHEMICAL,,,
322,22313154,12,metformine,metformin,False,2,12.285038948059082,28,2,[],,,,,CHEMICAL,,,0.0
323,22313154,13,saxagliptin product,saxagliptin,,1,,13,1,,,,,,CHEMICAL,,,
324,22313154,13,saxagliptin product,saxagliptin,False,2,11.157974243164062,51,2,[],,,,,CHEMICAL,,,0.0
325,22313154,14,saxagliptin product,saxagliptin,False,1,5.907876968383789,16,1,[],,,,,CHEMICAL,,,0.0
326,22313154,15,saxagliptin product,saxagliptin,False,1,4.508779048919678,22,1,[],,,,,CHEMICAL,,,0.0
327,22313154,16,infection of urinary tract,urinary tract infection,,1,,12,1,,,,,,DISEASE,,,
328,22313154,16,saxagliptin product,saxagliptin,,2,,19,2,,,,,,CHEMICAL,,,
329,22313154,16,pain extremity,pain,True,3,3.085671901702881,53,3,[17],,,,,DISEASE,,,1.0
330,22313154,17,metformine,metformin,False,1,0.04493848979473114,33,1,[],,,,,CHEMICAL,,,0.0
331,22313154,19,,,False,,,,,,,,,,,,,
332,25753488,0,,,False,,,,,,,,,,,,,
